row_index,model_name_raw,file_raw,domain_raw,model_name,domain,output_dir,copied_cellml,generated_py_file,generated_py_size,validate_returncode,export_returncode,underconstrained,undefined_variables,status
173,gupta_aslakson_gurbaxani_vernon_2007_b,models_cellml2/endocrine/gupta_aslakson_gurbaxani_vernon_2007_b.cellml,endocrine,gupta_aslakson_gurbaxani_vernon_2007_b,endocrine,exported_cellml_models/endocrine/gupta_aslakson_gurbaxani_vernon_2007_b,exported_cellml_models/endocrine/gupta_aslakson_gurbaxani_vernon_2007_b/gupta_aslakson_gurbaxani_vernon_2007_b.cellml,exported_cellml_models/endocrine/gupta_aslakson_gurbaxani_vernon_2007_b/gupta_aslakson_gurbaxani_vernon_2007_b.py,4733,0,0.0,False,,success_clean
174,goldbeter_pourquie_2008_b,models_cellml2/circadian_rhythms/goldbeter_pourquie_2008_b.cellml,circadian_rhythms,goldbeter_pourquie_2008_b,circadian_rhythms,exported_cellml_models/circadian_rhythms/goldbeter_pourquie_2008_b,exported_cellml_models/circadian_rhythms/goldbeter_pourquie_2008_b/goldbeter_pourquie_2008_b.cellml,exported_cellml_models/circadian_rhythms/goldbeter_pourquie_2008_b/goldbeter_pourquie_2008_b.py,17171,0,0.0,False,,success_clean
175,leloup_gonze_goldbeter_1999_a,models_cellml2/circadian_rhythms/leloup_gonze_goldbeter_1999_a.cellml,circadian_rhythms,leloup_gonze_goldbeter_1999_a,circadian_rhythms,exported_cellml_models/circadian_rhythms/leloup_gonze_goldbeter_1999_a,exported_cellml_models/circadian_rhythms/leloup_gonze_goldbeter_1999_a/leloup_gonze_goldbeter_1999_a.cellml,exported_cellml_models/circadian_rhythms/leloup_gonze_goldbeter_1999_a/leloup_gonze_goldbeter_1999_a.py,9155,0,0.0,False,,success_clean
176,fohlmeister_miller_1997,models_cellml2/electrophysiology/fohlmeister_miller_1997.cellml,electrophysiology,fohlmeister_miller_1997,electrophysiology,exported_cellml_models/electrophysiology/fohlmeister_miller_1997,exported_cellml_models/electrophysiology/fohlmeister_miller_1997/fohlmeister_miller_1997.cellml,,0,255,,False,,validation_failed
177,wodarz_hamer_2007_a,models_cellml2/immunology/wodarz_hamer_2007_a.cellml,immunology,wodarz_hamer_2007_a,immunology,exported_cellml_models/immunology/wodarz_hamer_2007_a,exported_cellml_models/immunology/wodarz_hamer_2007_a/wodarz_hamer_2007_a.cellml,exported_cellml_models/immunology/wodarz_hamer_2007_a/wodarz_hamer_2007_a.py,3132,0,0.0,False,,success_clean
178,hodgkin_huxley_1952,models_cellml2/electrophysiology/hodgkin_huxley_1952.cellml,electrophysiology,hodgkin_huxley_1952,electrophysiology,exported_cellml_models/electrophysiology/hodgkin_huxley_1952,exported_cellml_models/electrophysiology/hodgkin_huxley_1952/hodgkin_huxley_1952.cellml,exported_cellml_models/electrophysiology/hodgkin_huxley_1952/hodgkin_huxley_1952.py,6618,0,0.0,False,,success_clean
179,baylor_hollingworth_chandler_2002_e,models_cellml2/calcium_dynamics/baylor_hollingworth_chandler_2002_e.cellml,calcium_dynamics,baylor_hollingworth_chandler_2002_e,calcium_dynamics,exported_cellml_models/calcium_dynamics/baylor_hollingworth_chandler_2002_e,exported_cellml_models/calcium_dynamics/baylor_hollingworth_chandler_2002_e/baylor_hollingworth_chandler_2002_e.cellml,exported_cellml_models/calcium_dynamics/baylor_hollingworth_chandler_2002_e/baylor_hollingworth_chandler_2002_e.py,3108,0,0.0,False,,success_clean
180,obeyesekere_zimmerman_tecarro_auchmuty_1999,models_cellml2/cell_cycle/obeyesekere_zimmerman_tecarro_auchmuty_1999.cellml,cell_cycle,obeyesekere_zimmerman_tecarro_auchmuty_1999,cell_cycle,exported_cellml_models/cell_cycle/obeyesekere_zimmerman_tecarro_auchmuty_1999,exported_cellml_models/cell_cycle/obeyesekere_zimmerman_tecarro_auchmuty_1999/obeyesekere_zimmerman_tecarro_auchmuty_1999.cellml,exported_cellml_models/cell_cycle/obeyesekere_zimmerman_tecarro_auchmuty_1999/obeyesekere_zimmerman_tecarro_auchmuty_1999.py,6037,0,0.0,False,,success_clean
181,li_1996_complex,models_cellml2/electrophysiology/li_1996_complex.cellml,electrophysiology,li_1996_complex,electrophysiology,exported_cellml_models/electrophysiology/li_1996_complex,exported_cellml_models/electrophysiology/li_1996_complex/li_1996_complex.cellml,exported_cellml_models/electrophysiology/li_1996_complex/li_1996_complex.py,15753,0,0.0,False,,success_clean
182,shorten_wall_2000,models_cellml2/calcium_dynamics/shorten_wall_2000.cellml,calcium_dynamics,shorten_wall_2000,calcium_dynamics,exported_cellml_models/calcium_dynamics/shorten_wall_2000,exported_cellml_models/calcium_dynamics/shorten_wall_2000/shorten_wall_2000.cellml,exported_cellml_models/calcium_dynamics/shorten_wall_2000/shorten_wall_2000.py,13506,0,0.0,False,,success_clean
183,guyton_capillary_dynamics_2008,models_cellml2/cardiovascular_circulation/guyton_capillary_dynamics_2008.cellml,cardiovascular_circulation,guyton_capillary_dynamics_2008,cardiovascular_circulation,exported_cellml_models/cardiovascular_circulation/guyton_capillary_dynamics_2008,exported_cellml_models/cardiovascular_circulation/guyton_capillary_dynamics_2008/guyton_capillary_dynamics_2008.cellml,exported_cellml_models/cardiovascular_circulation/guyton_capillary_dynamics_2008/guyton_capillary_dynamics_2008.py,12611,0,0.0,False,,success_clean
184,garny_kohl_hunter_boyett_noble_2003,models_cellml2/electrophysiology/garny_kohl_hunter_boyett_noble_2003.cellml,electrophysiology,garny_kohl_hunter_boyett_noble_2003,electrophysiology,exported_cellml_models/electrophysiology/garny_kohl_hunter_boyett_noble_2003,exported_cellml_models/electrophysiology/garny_kohl_hunter_boyett_noble_2003/garny_kohl_hunter_boyett_noble_2003.cellml,exported_cellml_models/electrophysiology/garny_kohl_hunter_boyett_noble_2003/garny_kohl_hunter_boyett_noble_2003.py,50094,0,0.0,False,,success_clean
185,sveiczer_csikasznagy_gyorffy_tyson_novak_2000,models_cellml2/cell_cycle/sveiczer_csikasznagy_gyorffy_tyson_novak_2000.cellml,cell_cycle,sveiczer_csikasznagy_gyorffy_tyson_novak_2000,cell_cycle,exported_cellml_models/cell_cycle/sveiczer_csikasznagy_gyorffy_tyson_novak_2000,exported_cellml_models/cell_cycle/sveiczer_csikasznagy_gyorffy_tyson_novak_2000/sveiczer_csikasznagy_gyorffy_tyson_novak_2000.cellml,exported_cellml_models/cell_cycle/sveiczer_csikasznagy_gyorffy_tyson_novak_2000/sveiczer_csikasznagy_gyorffy_tyson_novak_2000.py,15359,0,0.0,False,,success_clean
186,bagci_2006,models_cellml2/signal_transduction/bagci_2006.cellml,signal_transduction,bagci_2006,signal_transduction,exported_cellml_models/signal_transduction/bagci_2006,exported_cellml_models/signal_transduction/bagci_2006/bagci_2006.cellml,exported_cellml_models/signal_transduction/bagci_2006/bagci_2006.py,23094,0,0.0,False,,success_clean
187,csikasz_nagy_2006_budding_yeast_from_paper,models_cellml2/cell_cycle/csikasz_nagy_2006_budding_yeast_from_paper.cellml,cell_cycle,csikasz_nagy_2006_budding_yeast_from_paper,cell_cycle,exported_cellml_models/cell_cycle/csikasz_nagy_2006_budding_yeast_from_paper,exported_cellml_models/cell_cycle/csikasz_nagy_2006_budding_yeast_from_paper/csikasz_nagy_2006_budding_yeast_from_paper.cellml,exported_cellml_models/cell_cycle/csikasz_nagy_2006_budding_yeast_from_paper/csikasz_nagy_2006_budding_yeast_from_paper.py,25838,0,0.0,False,,success_clean
188,lenbury_ruktamatakul_amornsamarnkul_2001_a,models_cellml2/endocrine/lenbury_ruktamatakul_amornsamarnkul_2001_a.cellml,endocrine,lenbury_ruktamatakul_amornsamarnkul_2001_a,endocrine,exported_cellml_models/endocrine/lenbury_ruktamatakul_amornsamarnkul_2001_a,exported_cellml_models/endocrine/lenbury_ruktamatakul_amornsamarnkul_2001_a/lenbury_ruktamatakul_amornsamarnkul_2001_a.cellml,exported_cellml_models/endocrine/lenbury_ruktamatakul_amornsamarnkul_2001_a/lenbury_ruktamatakul_amornsamarnkul_2001_a.py,3948,0,0.0,False,,success_clean
189,sedaghat_sherman_quon_2002,models_cellml2/metabolism/sedaghat_sherman_quon_2002.cellml,metabolism,sedaghat_sherman_quon_2002,metabolism,exported_cellml_models/metabolism/sedaghat_sherman_quon_2002,exported_cellml_models/metabolism/sedaghat_sherman_quon_2002/sedaghat_sherman_quon_2002.cellml,exported_cellml_models/metabolism/sedaghat_sherman_quon_2002/sedaghat_sherman_quon_2002.py,13205,0,0.0,False,,success_clean
190,guyton_non_muscle_blood_flow_control_2008,models_cellml2/cardiovascular_circulation/guyton_non_muscle_blood_flow_control_2008.cellml,cardiovascular_circulation,guyton_non_muscle_blood_flow_control_2008,cardiovascular_circulation,exported_cellml_models/cardiovascular_circulation/guyton_non_muscle_blood_flow_control_2008,exported_cellml_models/cardiovascular_circulation/guyton_non_muscle_blood_flow_control_2008/guyton_non_muscle_blood_flow_control_2008.cellml,exported_cellml_models/cardiovascular_circulation/guyton_non_muscle_blood_flow_control_2008/guyton_non_muscle_blood_flow_control_2008.py,5420,0,0.0,False,,success_clean
191,nowak_bangham_1996,models_cellml2/immunology/nowak_bangham_1996.cellml,immunology,nowak_bangham_1996,immunology,exported_cellml_models/immunology/nowak_bangham_1996,exported_cellml_models/immunology/nowak_bangham_1996/nowak_bangham_1996.cellml,exported_cellml_models/immunology/nowak_bangham_1996/nowak_bangham_1996.py,3507,0,0.0,False,,success_clean
192,demir_clark_giles_1999,models_cellml2/electrophysiology/demir_clark_giles_1999.cellml,electrophysiology,demir_clark_giles_1999,electrophysiology,exported_cellml_models/electrophysiology/demir_clark_giles_1999,exported_cellml_models/electrophysiology/demir_clark_giles_1999/demir_clark_giles_1999.cellml,exported_cellml_models/electrophysiology/demir_clark_giles_1999/demir_clark_giles_1999.py,36719,0,0.0,False,,success_clean
193,lebeau_yule_groblewski_sneyd_1999,models_cellml2/calcium_dynamics/lebeau_yule_groblewski_sneyd_1999.cellml,calcium_dynamics,lebeau_yule_groblewski_sneyd_1999,calcium_dynamics,exported_cellml_models/calcium_dynamics/lebeau_yule_groblewski_sneyd_1999,exported_cellml_models/calcium_dynamics/lebeau_yule_groblewski_sneyd_1999/lebeau_yule_groblewski_sneyd_1999.cellml,,0,255,,False,,validation_failed
194,novak_tyson_1993_b,models_cellml2/cell_cycle/novak_tyson_1993_b.cellml,cell_cycle,novak_tyson_1993_b,cell_cycle,exported_cellml_models/cell_cycle/novak_tyson_1993_b,exported_cellml_models/cell_cycle/novak_tyson_1993_b/novak_tyson_1993_b.cellml,exported_cellml_models/cell_cycle/novak_tyson_1993_b/novak_tyson_1993_b.py,9446,0,0.0,False,,success_clean
195,keizer_levine_1996,models_cellml2/calcium_dynamics/keizer_levine_1996.cellml,calcium_dynamics,keizer_levine_1996,calcium_dynamics,exported_cellml_models/calcium_dynamics/keizer_levine_1996,exported_cellml_models/calcium_dynamics/keizer_levine_1996/keizer_levine_1996.cellml,,0,255,,False,,validation_failed
196,kirschner_panetta_1998,models_cellml2/immunology/kirschner_panetta_1998.cellml,immunology,kirschner_panetta_1998,immunology,exported_cellml_models/immunology/kirschner_panetta_1998,exported_cellml_models/immunology/kirschner_panetta_1998/kirschner_panetta_1998.cellml,exported_cellml_models/immunology/kirschner_panetta_1998/kirschner_panetta_1998.py,4149,0,0.0,False,,success_clean
197,bertram_2006,models_cellml2/electrophysiology/bertram_2006.cellml,electrophysiology,bertram_2006,electrophysiology,exported_cellml_models/electrophysiology/bertram_2006,exported_cellml_models/electrophysiology/bertram_2006/bertram_2006.cellml,exported_cellml_models/electrophysiology/bertram_2006/bertram_2006.py,16296,0,0.0,False,,success_clean
198,espinosa_1998_normal,models_cellml2/electrophysiology/espinosa_1998_normal.cellml,electrophysiology,espinosa_1998_normal,electrophysiology,exported_cellml_models/electrophysiology/espinosa_1998_normal,exported_cellml_models/electrophysiology/espinosa_1998_normal/espinosa_1998_normal.cellml,exported_cellml_models/electrophysiology/espinosa_1998_normal/espinosa_1998_normal.py,36807,0,0.0,False,,success_clean
199,cloutier_2009_f,models_cellml2/metabolism/cloutier_2009_f.cellml,metabolism,cloutier_2009_f,metabolism,exported_cellml_models/metabolism/cloutier_2009_f,exported_cellml_models/metabolism/cloutier_2009_f/cloutier_2009_f.cellml,exported_cellml_models/metabolism/cloutier_2009_f/cloutier_2009_f.py,13262,0,0.0,False,,success_clean
200,stilianakis_dietz_schenzle_1997,models_cellml2/immunology/stilianakis_dietz_schenzle_1997.cellml,immunology,stilianakis_dietz_schenzle_1997,immunology,exported_cellml_models/immunology/stilianakis_dietz_schenzle_1997,exported_cellml_models/immunology/stilianakis_dietz_schenzle_1997/stilianakis_dietz_schenzle_1997.cellml,exported_cellml_models/immunology/stilianakis_dietz_schenzle_1997/stilianakis_dietz_schenzle_1997.py,5358,0,0.0,False,,success_clean
201,bertram_previte_sherman_kinard_satin_2000_slow,models_cellml2/calcium_dynamics/bertram_previte_sherman_kinard_satin_2000_slow.cellml,calcium_dynamics,bertram_previte_sherman_kinard_satin_2000_slow,calcium_dynamics,exported_cellml_models/calcium_dynamics/bertram_previte_sherman_kinard_satin_2000_slow,exported_cellml_models/calcium_dynamics/bertram_previte_sherman_kinard_satin_2000_slow/bertram_previte_sherman_kinard_satin_2000_slow.cellml,exported_cellml_models/calcium_dynamics/bertram_previte_sherman_kinard_satin_2000_slow/bertram_previte_sherman_kinard_satin_2000_slow.py,7418,0,0.0,False,,success_clean
202,macgregor_leng_2005_a,models_cellml2/endocrine/macgregor_leng_2005_a.cellml,endocrine,macgregor_leng_2005_a,endocrine,exported_cellml_models/endocrine/macgregor_leng_2005_a,exported_cellml_models/endocrine/macgregor_leng_2005_a/macgregor_leng_2005_a.cellml,exported_cellml_models/endocrine/macgregor_leng_2005_a/macgregor_leng_2005_a.py,8152,0,0.0,False,,success_clean
203,gall_susa_1999_b,models_cellml2/calcium_dynamics/gall_susa_1999_b.cellml,calcium_dynamics,gall_susa_1999_b,calcium_dynamics,exported_cellml_models/calcium_dynamics/gall_susa_1999_b,exported_cellml_models/calcium_dynamics/gall_susa_1999_b/gall_susa_1999_b.cellml,exported_cellml_models/calcium_dynamics/gall_susa_1999_b/gall_susa_1999_b.py,8897,0,0.0,False,,success_clean
204,nazaret_2009_scaled,models_cellml2/metabolism/nazaret_2009_scaled.cellml,metabolism,nazaret_2009_scaled,metabolism,exported_cellml_models/metabolism/nazaret_2009_scaled,exported_cellml_models/metabolism/nazaret_2009_scaled/nazaret_2009_scaled.cellml,exported_cellml_models/metabolism/nazaret_2009_scaled/nazaret_2009_scaled.py,14410,0,0.0,False,,success_clean
205,michailova_2005,models_cellml2/calcium_dynamics/michailova_2005.cellml,calcium_dynamics,michailova_2005,calcium_dynamics,exported_cellml_models/calcium_dynamics/michailova_2005,exported_cellml_models/calcium_dynamics/michailova_2005/michailova_2005.cellml,exported_cellml_models/calcium_dynamics/michailova_2005/michailova_2005.py,50667,0,0.0,False,,success_clean
206,mlcek_neumann_kittnar_novak_2001,models_cellml2/electrophysiology/mlcek_neumann_kittnar_novak_2001.cellml,electrophysiology,mlcek_neumann_kittnar_novak_2001,electrophysiology,exported_cellml_models/electrophysiology/mlcek_neumann_kittnar_novak_2001,exported_cellml_models/electrophysiology/mlcek_neumann_kittnar_novak_2001/mlcek_neumann_kittnar_novak_2001.cellml,,0,255,,False,,validation_failed
207,asthagiri_lauffenburger_2001,models_cellml2/signal_transduction/asthagiri_lauffenburger_2001.cellml,signal_transduction,asthagiri_lauffenburger_2001,signal_transduction,exported_cellml_models/signal_transduction/asthagiri_lauffenburger_2001,exported_cellml_models/signal_transduction/asthagiri_lauffenburger_2001/asthagiri_lauffenburger_2001.cellml,,0,255,,False,,validation_failed
208,guyton_heart_hypertrophy_or_deterioration_2008,models_cellml2/cardiovascular_circulation/guyton_heart_hypertrophy_or_deterioration_2008.cellml,cardiovascular_circulation,guyton_heart_hypertrophy_or_deterioration_2008,cardiovascular_circulation,exported_cellml_models/cardiovascular_circulation/guyton_heart_hypertrophy_or_deterioration_2008,exported_cellml_models/cardiovascular_circulation/guyton_heart_hypertrophy_or_deterioration_2008/guyton_heart_hypertrophy_or_deterioration_2008.cellml,exported_cellml_models/cardiovascular_circulation/guyton_heart_hypertrophy_or_deterioration_2008/guyton_heart_hypertrophy_or_deterioration_2008.py,4384,0,0.0,False,,success_clean
209,borghans_dupont_goldbeter_1997b,models_cellml2/calcium_dynamics/borghans_dupont_goldbeter_1997b.cellml,calcium_dynamics,borghans_dupont_goldbeter_1997b,calcium_dynamics,exported_cellml_models/calcium_dynamics/borghans_dupont_goldbeter_1997b,exported_cellml_models/calcium_dynamics/borghans_dupont_goldbeter_1997b/borghans_dupont_goldbeter_1997b.cellml,exported_cellml_models/calcium_dynamics/borghans_dupont_goldbeter_1997b/borghans_dupont_goldbeter_1997b.py,5497,0,0.0,False,,success_clean
210,zager_schlosser_tran_2007,models_cellml2/endocrine/zager_schlosser_tran_2007.cellml,endocrine,zager_schlosser_tran_2007,endocrine,exported_cellml_models/endocrine/zager_schlosser_tran_2007,exported_cellml_models/endocrine/zager_schlosser_tran_2007/zager_schlosser_tran_2007.cellml,exported_cellml_models/endocrine/zager_schlosser_tran_2007/zager_schlosser_tran_2007.py,11358,0,0.0,False,,success_clean
211,boyett_zhang_garny_holden_2001,models_cellml2/calcium_dynamics/boyett_zhang_garny_holden_2001.cellml,calcium_dynamics,boyett_zhang_garny_holden_2001,calcium_dynamics,exported_cellml_models/calcium_dynamics/boyett_zhang_garny_holden_2001,exported_cellml_models/calcium_dynamics/boyett_zhang_garny_holden_2001/boyett_zhang_garny_holden_2001.cellml,exported_cellml_models/calcium_dynamics/boyett_zhang_garny_holden_2001/boyett_zhang_garny_holden_2001.py,39527,0,0.0,False,,success_clean
212,grange_2001_bens,models_cellml2/metabolism/grange_2001_bens.cellml,metabolism,grange_2001_bens,metabolism,exported_cellml_models/metabolism/grange_2001_bens,exported_cellml_models/metabolism/grange_2001_bens/grange_2001_bens.cellml,exported_cellml_models/metabolism/grange_2001_bens/grange_2001_bens.py,8761,0,0.0,False,,success_clean
213,fink_slepchenko_loew_1999,models_cellml2/calcium_dynamics/fink_slepchenko_loew_1999.cellml,calcium_dynamics,fink_slepchenko_loew_1999,calcium_dynamics,exported_cellml_models/calcium_dynamics/fink_slepchenko_loew_1999,exported_cellml_models/calcium_dynamics/fink_slepchenko_loew_1999/fink_slepchenko_loew_1999.cellml,,0,0,0.0,False,,export_failed
