t,M2T2,M2C1,MT1T2,MT1T2M2proMT1,MT1C1,M2,MT1,M2_p,T2,C1_D,C1,MT1_cat,MT1_t,MT1T2M2pro,MT1T2_star,M2T2_star
2.8000000000000003,-2.1494249920563055e-12,8.345702264016047e-06,2.355280049836218e-09,5.281822502069203e-10,1.8873843204809314e-07,1.553449078392224e-07,2.6773565733940278e-06,9.012268266074358e-15,5.144067791721041e-11,1.114757290999928e-07,2.7540835748094585e-06,3.297154128823879e-08,3.297154128823879e-08,1.348428768971686e-12,3.046030875572183e-11,6.1854375830159415e-09
2.81,-2.266138639745787e-12,8.345162620018363e-06,2.3548241916283263e-09,5.280719803885164e-10,1.8704984114965974e-07,1.558841784434196e-07,2.678843753155699e-06,9.075724918403941e-15,5.141758154846741e-11,1.1185473932146086e-07,2.7559327994846204e-06,3.317351861678586e-08,3.317351861678586e-08,1.3530098550276149e-12,3.056593403141611e-11,6.186033314539264e-09
2.82,-2.3691037523592562e-12,8.344623058602426e-06,2.3543663979835815e-09,5.279617340469914e-10,1.8537576419282162e-07,1.564233629514626e-07,2.680316205874629e-06,9.139396582659366e-15,5.1392928460764895e-11,1.1223369689983724e-07,2.7577674802795406e-06,3.3375710958653375e-08,3.3375710958653375e-08,1.357589296882204e-12,3.067153725942081e-11,6.1866187899038755e-09
2.83,-2.458093209408089e-12,8.344083579757998e-06,2.3539067498737e-09,5.278515111771082e-10,1.837159433636324e-07,1.5696246129388169e-07,2.6817741926280456e-06,9.203283179287744e-15,5.1366557970669245e-11,1.1261260234346302e-07,2.7595878745100613e-06,3.357811496959392e-08,3.357811496959392e-08,1.3621670950715496e-12,3.0777118444516696e-11,6.187193861700838e-09
2.84,-2.532879890403645e-12,8.343544183474842e-06,2.353445328270397e-09,5.277413117736293e-10,1.8207012084814587e-07,1.5750147340120718e-07,2.683217974493176e-06,9.26738462873618e-15,5.133830939474685e-11,1.1299145616067927e-07,2.761394239492026e-06,3.378072730536005e-08,3.378072730536005e-08,1.366743250131747e-12,3.0882677591484514e-11,6.187758382521212e-09
2.85,-2.5932366748573025e-12,8.34300486974272e-06,2.3529822141453883e-09,5.276311358313176e-10,1.8043803883241562e-07,1.580403992039695e-07,2.6846478125472467e-06,9.331700851451794e-15,5.13080220495641e-11,1.1337025885982707e-07,2.7631868325412767e-06,3.398354462170438e-08,3.398354462170438e-08,1.3713177625988929e-12,3.0988214705105024e-11,6.1883122049560576e-09
2.86,-2.6389364422804266e-12,8.342465638551396e-06,2.3525174884703903e-09,5.275209833449356e-10,1.7881943950249543e-07,1.585792386326989e-07,2.686063967867486e-06,9.396231767881686e-15,5.127553525168738e-11,1.1374901094924749e-07,2.7649659109736568e-06,3.418656357437946e-08,3.418656357437946e-08,1.3758906330090826e-12,3.1093729790158975e-11,6.188855181596437e-09
2.87,-2.6697520721843903e-12,8.341926489890631e-06,2.352051232217118e-09,5.274108543092461e-10,1.7721406504443885e-07,1.591179916179258e-07,2.6874667015311205e-06,9.460977298472976e-15,5.124068831768308e-11,1.1412771293728162e-07,2.766731732105008e-06,3.43897808191379e-08,3.43897808191379e-08,1.3804618618984125e-12,3.119922285142712e-11,6.189387165033411e-09
2.88,-2.6854564440805628e-12,8.34138742375019e-06,2.3515835263572877e-09,5.273007487190117e-10,1.7562165764429972e-07,1.5965665809018052e-07,2.6888562746153777e-06,9.525937363672767e-15,5.120332056411759e-11,1.145063653322705e-07,2.768484553251174e-06,3.459319301173226e-08,3.459319301173226e-08,1.3850314498029786e-12,3.130469389369022e-11,6.18990800785804e-09
2.89,-2.6858224374803146e-12,8.340848440119833e-06,2.3511144518626146e-09,5.271906665689953e-10,1.740419594881316e-07,1.601952379799934e-07,2.6902329481974846e-06,9.591111883928177e-15,5.1163271307557296e-11,1.1488496864255527e-07,2.770224631727997e-06,3.4796796807915144e-08,3.4796796807915144e-08,1.3895993972588768e-12,3.1410142921729026e-11,6.190417562661385e-09
2.9,-2.670622931895017e-12,8.340309538989324e-06,2.350644089704815e-09,5.270806078539594e-10,1.7247471276198825e-07,1.6073373121789477e-07,2.691596983354669e-06,9.65650077968631e-15,5.1120379864568594e-11,1.1526352337647693e-07,2.77195222485132e-06,3.500058886343911e-08,3.500058886343911e-08,1.3941657048022032e-12,3.151556994032429e-11,6.1909156820345075e-09
2.91,-2.639630806836038e-12,8.339770720348427e-06,2.3501725208556046e-09,5.26970572568667e-10,1.7091965965192325e-07,1.6127213773441503e-07,2.6929486411641578e-06,9.72210397139428e-15,5.1074485551717864e-11,1.1564203004237661e-07,2.7736675899369856e-06,3.5204565834056767e-08,3.5204565834056767e-08,1.3987303729690535e-12,3.162097495425677e-11,6.191402218568469e-09
2.92,-2.592618941814752e-12,8.339231984186902e-06,2.3496998262866987e-09,5.268605607078804e-10,1.6937654234399043e-07,1.6181045746008443e-07,2.694288182703178e-06,9.787921379499197e-15,5.102542768557149e-11,1.1602048914859535e-07,2.7753709843008364e-06,3.5408724375520676e-08,3.5408724375520676e-08,1.403293402295524e-12,3.172635796830721e-11,6.1918770248543296e-09
2.93,-2.529360216342524e-12,8.338693330494514e-06,2.3492260869698136e-09,5.267505722663625e-10,1.6784510302424334e-07,1.623486903254334e-07,2.6956158690489567e-06,9.853952924448174e-15,5.097304558269588e-11,1.1639890120347427e-07,2.777062665258715e-06,3.5613061143583426e-08,3.5613061143583426e-08,1.4078547933177107e-12,3.1831718987256377e-11,6.19233995348315e-09
2.94,-2.44962750993073e-12,8.338154759261025e-06,2.3487513838766648e-09,5.266406072388761e-10,1.6632508387873576e-07,1.6288683626099222e-07,2.696931961278722e-06,9.920198526688315e-15,5.091717855965741e-11,1.167772667153544e-07,2.7787428901264643e-06,3.5817572793997593e-08,3.5817572793997593e-08,1.4124145465717092e-12,3.193705801588501e-11,6.192790857045993e-09
2.95,-2.353193702090733e-12,8.337616270476197e-06,2.348275797978968e-09,5.265306656201837e-10,1.6481622709352127e-07,1.634248951972913e-07,2.6982367204697e-06,9.98665810666674e-15,5.085766593302246e-11,1.1715558619257686e-07,2.780411916219927e-06,3.6022255982515776e-08,3.6022255982515776e-08,1.416972662593616e-12,3.204237505897389e-11,6.193229588133918e-09
2.96,-2.2398316723339128e-12,8.337077864129793e-06,2.347799410248439e-09,5.264207474050482e-10,1.6331827485465367e-07,1.639628670648609e-07,2.699530407699119e-06,1.005333158483055e-14,5.079434701935744e-11,1.1753386014348268e-07,2.782070000854946e-06,3.622710736489054e-08,3.622710736489054e-08,1.4215291419195269e-12,3.2147670121303736e-11,6.193655999337986e-09
2.97,-2.109314300171629e-12,8.336539540211577e-06,2.347322301656793e-09,5.263108525882322e-10,1.6183096934818653e-07,1.6450075179423148e-07,2.700813284044206e-06,1.0120218881626865e-14,5.072706113522871e-11,1.1791208907641297e-07,2.783717401347364e-06,3.643212359687447e-08,3.643212359687447e-08,1.4260839850855377e-12,3.225294320765533e-11,6.194069943249259e-09
2.98,-1.961414465115264e-12,8.336001298711308e-06,2.346844553175747e-09,5.262009811644985e-10,1.6035405276017365e-07,1.6503854931593326e-07,2.702085610582188e-06,1.0187319917502788e-14,5.065564759720269e-11,1.1829027349970877e-07,2.785354375013023e-06,3.6637301334220155e-08,3.6637301334220155e-08,1.4306371926277446e-12,3.235819432280941e-11,6.194471272458797e-09
2.99,-1.795905046676174e-12,8.335463139618754e-06,2.3463662457770156e-09,5.260911331286095e-10,1.588872672766686e-07,1.6557625956049667e-07,2.703347648390292e-06,1.0254634612905435e-14,5.057994572184575e-11,1.186684139217112e-07,2.7869811791677665e-06,3.684263723268018e-08,3.684263723268018e-08,1.4351887650822438e-12,3.2463423471546744e-11,6.194859839557661e-09
3.0,-1.612558924365745e-12,8.334925062923673e-06,2.345887460432315e-09,5.259813084753283e-10,1.5743035508372515e-07,1.66113882458452e-07,2.7045996585457456e-06,1.0322162888281912e-14,5.049979482572428e-11,1.1904651085076131e-07,2.788598071127437e-06,3.704812794800711e-08,3.704812794800711e-08,1.4397387029851306e-12,3.256863065864807e-11,6.195235497136914e-09
3.0100000000000002,-1.4111489776953304e-12,8.334387068615829e-06,2.3454082781133614e-09,5.258715071994174e-10,1.559830583673969e-07,1.6665141794032966e-07,2.7058419021257765e-06,1.0389904664079334e-14,5.041503422540467e-11,1.1942456479520017e-07,2.7902053082078773e-06,3.725377013595354e-08,3.725377013595354e-08,1.4442870068725019e-12,3.2673815888894155e-11,6.195598097787614e-09
3.02,-1.191448086176319e-12,8.333849156684987e-06,2.34492877979187e-09,5.257617292956395e-10,1.545451193137376e-07,1.671888659366599e-07,2.707074640207611e-06,1.0457859860744808e-14,5.0325503237453314e-11,1.1980257626336888e-07,2.79180314772493e-06,3.745956045227205e-08,3.745956045227205e-08,1.4488336772804528e-12,3.277897916706574e-11,6.195947494100824e-09
3.0300000000000002,-9.532291293200609e-13,8.333311327120906e-06,2.3444490464395564e-09,5.256519747587573e-10,1.531162801088009e-07,1.6772622637797315e-07,2.7082981338684767e-06,1.0526028398725449e-14,5.023104117843659e-11,1.2018054576360851e-07,2.7933918469944375e-06,3.7665495552715225e-08,3.7665495552715225e-08,1.45337871474508e-12,3.2884120497943594e-11,6.196283538667604e-09
3.04,-6.96264986637948e-13,8.332773579913352e-06,2.343969159028137e-09,5.255422435835335e-10,1.5169628293864051e-07,1.6826349919479972e-07,2.709512644185601e-06,1.059441019846836e-14,5.01314873649209e-11,1.2055847380426012e-07,2.794971663332243e-06,3.787157209303564e-08,3.787157209303564e-08,1.457922119802479e-12,3.2989239886308466e-11,6.196606084079016e-09
3.0500000000000003,-4.203285376413277e-13,8.332235915052085e-06,2.3434891985293265e-09,5.254325357647309e-10,1.5028486998931005e-07,1.6880068431766996e-07,2.7107184322362113e-06,1.0663005180420662e-14,5.0026681113472615e-11,1.209363608936648e-07,2.796542854054189e-06,3.8077786728985886e-08,3.8077786728985886e-08,1.4624638929887463e-12,3.30943373369411e-11,6.19691498292612e-09
3.06,-1.2519266184159464e-13,8.331698332526871e-06,2.343009245914842e-09,5.25322851297112e-10,1.4888178344686333e-07,1.693377816771142e-07,2.7119157590975345e-06,1.0731813265029457e-14,4.991646174065815e-11,1.213142075401636e-07,2.798105676476118e-06,3.828413611631853e-08,3.828413611631853e-08,1.4670040348399774e-12,3.319941285462227e-11,6.197210087799978e-09
3.0700000000000003,1.8936976124990683e-13,8.331160832327469e-06,2.342529382156398e-09,5.252131901754398e-10,1.4748676549735384e-07,1.698747912036628e-07,2.713104885846798e-06,1.0800834372741861e-14,4.980066856304386e-11,1.2169201425209765e-07,2.799660387913873e-06,3.849061691078618e-08,3.849061691078618e-08,1.4715425458922686e-12,3.330446644413271e-11,6.197491251291649e-09
3.08,5.235858521217786e-13,8.330623414443644e-06,2.342049688225711e-09,5.251035523944768e-10,1.4609955832683547e-07,1.704117128278461e-07,2.714286073561229e-06,1.0870068424004981e-14,4.967914089719616e-11,1.2206978153780796e-07,2.801207245683297e-06,3.8697225768141385e-08,3.8697225768141385e-08,1.4760794266817157e-12,3.3409498110253183e-11,6.197758325992197e-09
3.09,7.669864318224032e-13,8.33008607426574e-06,2.3415556043483236e-09,5.249939379327899e-10,1.4474763938458854e-07,1.7094858657950843e-07,2.715431610579327e-06,1.0939515884073715e-14,4.960185870434909e-11,1.224474555248814e-07,2.80271883081711e-06,3.8904211460370546e-08,3.8904211460370546e-08,1.4806147218188901e-12,3.3514507829341047e-11,6.198086360894573e-09
3.1,7.911757254132032e-13,8.329548806439254e-06,2.34103019976951e-09,5.248843467663234e-10,1.43462977677976e-07,1.714854589823355e-07,2.716509255223788e-06,1.1009177306431283e-14,4.962692191979211e-11,1.228249735342707e-07,2.804163242341422e-06,3.911186358815883e-08,3.911186358815883e-08,1.485148483051959e-12,3.3619495573150676e-11,6.198562582594081e-09
3.11,8.142109031789506e-13,8.32901162000476e-06,2.3405023657688665e-09,5.247747789217102e-10,1.421907374731e-07,1.7202225105874945e-07,2.717574313800098e-06,1.1079051539442822e-14,4.965550225168918e-11,1.2320244308568457e-07,2.8055951994299797e-06,3.931968268867091e-08,3.931968268867091e-08,1.4896806241865189e-12,3.372446140239485e-11,6.199038870930649e-09
3.12,8.358809105291279e-13,8.328474514933818e-06,2.3399721253648603e-09,5.246652343936489e-10,1.4093077074198905e-07,1.7255896289800794e-07,2.7186269366594965e-06,1.1149138505711988e-14,4.968763749100066e-11,1.235798644722059e-07,2.8070148498461147e-06,3.952766641562454e-08,3.952766641562454e-08,1.4942111459331288e-12,3.382940532174181e-11,6.199515376149274e-09
3.13,8.559746928732085e-13,8.32793749119798e-06,2.339439501575959e-09,5.245557131768381e-10,1.3968292945667194e-07,1.7309559458936853e-07,2.7196672741532237e-06,1.121943812784243e-14,4.9723365428686896e-11,1.2395723798691746e-07,2.8084223413531587e-06,3.973581242273746e-08,3.973581242273746e-08,1.4987400490023468e-12,3.393432733585981e-11,6.199992248494954e-09
3.14,8.742811956206712e-13,8.327400548768805e-06,2.3389045174206305e-09,5.244462152659764e-10,1.384470655891772e-07,1.7363214622208887e-07,2.7206954766325207e-06,1.1289950328437806e-14,4.9762723855708256e-11,1.2433456392290215e-07,2.8098178217144443e-06,3.994411836372743e-08,3.994411836372743e-08,1.5032673341047315e-12,3.403922744941709e-11,6.200469638212688e-09
3.15,8.905893641809976e-13,8.32686368761785e-06,2.3383671959173426e-09,5.243367406557623e-10,1.3722303111153364e-07,1.7416861788542648e-07,2.721711694448627e-06,1.1360675030101758e-14,4.9805750563025094e-11,1.2471184257324272e-07,2.8112014386933026e-06,4.0152581892312176e-08,4.0152581892312176e-08,1.507793001950841e-12,3.414410566708189e-11,6.200947695547474e-09
3.16,9.046881439636632e-13,8.326326907716671e-06,2.3378275600845617e-09,5.242272893408946e-10,1.3601067799576974e-07,1.7470500966863903e-07,2.7227160779527837e-06,1.1431612155437951e-14,4.9852483341597766e-11,1.250890742310221e-07,2.812573340053066e-06,4.036120066220946e-08,4.036120066220946e-08,1.5123170532512339e-12,3.424896199352246e-11,6.201426570744309e-09
3.17,9.163664803781454e-13,8.325790209036823e-06,2.3372856329407566e-09,5.241178613160718e-10,1.348098582139143e-07,1.7524132166098412e-07,2.7237087774962307e-06,1.1502761627050028e-14,4.990295998238663e-11,1.2546625918932301e-07,2.813933673557066e-06,4.0569972327137025e-08,4.0569972327137025e-08,1.5168394887164682e-12,3.435379643340703e-11,6.201906414048193e-09
3.18,9.254133188339224e-13,8.325253591549865e-06,2.3367414375043946e-09,5.240084565759924e-10,1.3362042373799583e-07,1.757775539517193e-07,2.7246899434302084e-06,1.1574123367541647e-14,4.995721827635204e-11,1.2584339774122838e-07,2.8152825869686344e-06,4.077889454081263e-08,4.077889454081263e-08,1.5213603090571025e-12,3.445860899140387e-11,6.2023873757041215e-09
3.19,9.31617604740473e-13,8.324717055227353e-06,2.3361949967939426e-09,5.23899075115355e-10,1.3244222654004313e-07,1.7631370663010224e-07,2.725659726105957e-06,1.1645697299516456e-14,5.001529601445435e-11,1.2622049017982097e-07,2.816620228051103e-06,4.0987964956953986e-08,4.0987964956953986e-08,1.525879514983695e-12,3.4563399672181195e-11,6.202869605957095e-09
3.2,9.347682835072762e-13,8.324180600040841e-06,2.335646333827869e-09,5.237897169288584e-10,1.312751185920847e-07,1.768497797853905e-07,2.7266182758747167e-06,1.1717483345578113e-14,5.0077230987653936e-11,1.2659753679818362e-07,2.8179467445678038e-06,4.119718122927888e-08,4.119718122927888e-08,1.5303971072068044e-12,3.466816848040728e-11,6.203353255052111e-09
3.21,9.346543005438086e-13,8.32364422596189e-06,2.3350954716246413e-09,5.23680382011201e-10,1.3011895186614938e-07,1.773857735068417e-07,2.727565743087728e-06,1.1789481428330264e-14,5.014306098691114e-11,1.2697453788939918e-07,2.819262284282069e-06,4.1406541011505034e-08,4.1406541011505034e-08,1.5349130864369884e-12,3.477291542075034e-11,6.203838473234166e-09
3.22,9.310646012595498e-13,8.323107932962052e-06,2.3345424332027262e-09,5.235710703570814e-10,1.2897357833426562e-07,1.7792168788371342e-07,2.728502278096231e-06,1.1861691470376567e-14,5.0212823803186315e-11,1.273514937465505e-07,2.82056699495723e-06,4.161604195735021e-08,4.161604195735021e-08,1.5394274533848059e-12,3.487764049787864e-11,6.204325410748261e-09
3.23,9.237881310639772e-13,8.322571721012886e-06,2.3339872415805927e-09,5.234617819611982e-10,1.2783884996846223e-07,1.7845752300526326e-07,2.729428031251466e-06,1.1934113394320669e-14,5.028655722743982e-11,1.2772840466272035e-07,2.8218610243566183e-06,4.182568172053214e-08,4.182568172053214e-08,1.543940208760815e-12,3.4982343716460413e-11,6.204814217839391e-09
3.24,9.126138353665674e-13,8.32203559008595e-06,2.333429919776707e-09,5.233525168182501e-10,1.2671461874076776e-07,1.789932789607489e-07,2.7303431529046737e-06,1.2006747122766229e-14,5.036429905063203e-11,1.281052709309916e-07,2.8231445202435667e-06,4.2035457954768585e-08,4.2035457954768585e-08,1.5484513532755741e-12,3.5087025081163905e-11,6.205305044752557e-09
3.25,8.973306595768008e-13,8.321499540152797e-06,2.3328704908095376e-09,5.232432749229356e-10,1.2560073662321096e-07,1.795289558394278e-07,2.731247793407094e-06,1.2079592578316891e-14,5.044608706372328e-11,1.2848209284444705e-07,2.824417630381406e-06,4.2245368313777284e-08,4.2245368313777284e-08,1.5529608876396416e-12,3.519168459665736e-11,6.2057980417327545e-09
3.2600000000000002,8.77727549104154e-13,8.320963571184987e-06,2.3323089776975516e-09,5.231340562699533e-10,1.2449705558782037e-07,1.800645537305577e-07,2.7321421031099673e-06,1.2152649683576318e-14,5.053195905767394e-11,1.2885887069616958e-07,2.825680502533469e-06,4.245541045127599e-08,4.245541045127599e-08,1.557468812563576e-12,3.529632226760904e-11,6.206293359024983e-09
3.27,8.53593449358106e-13,8.320427683154074e-06,2.3317454034592165e-09,5.230248608540018e-10,1.2340342760662477e-07,1.806000727233961e-07,2.7330262323645344e-06,1.2225918361148152e-14,5.062195282344436e-11,1.2923560477924196e-07,2.826933284463087e-06,4.2665582020982434e-08,4.2665582020982434e-08,1.561975128757935e-12,3.540093809868716e-11,6.206791146874241e-09
3.2800000000000002,8.24717305748134e-13,8.319891876031615e-06,2.3311797911130008e-09,5.229156886697798e-10,1.223197046516527e-07,1.811355129072007e-07,2.7339003315220347e-06,1.2299398533636054e-14,5.0716106151994904e-11,1.2961229538674709e-07,2.828176123933592e-06,4.287588067661438e-08,4.287588067661438e-08,1.5664798369332776e-12,3.550553209455998e-11,6.207291555525526e-09
3.29,7.90888063683717e-13,8.319356149789167e-06,2.330612163677371e-09,5.228065397119857e-10,1.2124573869493288e-07,1.8167087437122903e-07,2.734764550933709e-06,1.237309012364367e-14,5.0814456834285917e-11,1.299889428117677e-07,2.8294091687083154e-06,4.308630407188956e-08,4.308630407188956e-08,1.5709829378001619e-12,3.5610104259895743e-11,6.207794735223835e-09
