t,V,K_i,Na_i,Ca_i,xr1,xr2,xs,m,h,Ca_ds,d,f,s,r,Ca_up,Ca_rel,ActFrac,ProdFrac,Ca_Calmod,Ca_Trop
2.12,-93.05507279129094,138.49636638878272,5.689292105346262,5.608662435027895e-06,9.887037131437257e-06,2.1513040672413038e-07,6.721860500193791e-07,0.001575403524640074,0.9946540500935697,2.1562050718682088e-07,2.2763998615103773e-08,4.030755814831646e-09,0.9998700182983364,1.8398171400768727e-08,0.1874705042112144,0.18560947104489897,0.00018302944120881926,0.010993074419846326,0.00022185784936688387,0.00013982444737493398
2.13,-93.05507310618323,138.49636803057763,5.689292112254731,5.608662389819128e-06,9.887036577969446e-06,2.151303692714307e-07,6.72186021797443e-07,0.0015754034566153102,0.9946540504702192,2.1562049069825815e-07,2.2763996823510935e-08,4.030755473999825e-09,0.9998700183058592,1.8398170242092206e-08,0.18747050276836702,0.18560946961652824,0.000183029438279082,0.010993074243702083,0.00022185784759842992,0.0001398244462510272
2.14,-93.05507342107553,138.49636967237257,5.689292119163199,5.608662344610363e-06,9.887036024501635e-06,2.1513033181873104e-07,6.721859935755069e-07,0.0015754033885905464,0.9946540508468686,2.1562047420969541e-07,2.27639950319181e-08,4.030755133168004e-09,0.999870018313382,1.8398169083415687e-08,0.18747050132551968,0.18560946818815752,0.00018302943534934473,0.01099307406755784,0.00022185784582997594,0.00013982444512712042
2.15,-93.05507373596784,138.4963713141675,5.689292126071668,5.608662299401597e-06,9.887035471033824e-06,2.1513029436603137e-07,6.721859653535708e-07,0.0015754033205657826,0.9946540512235181,2.156204577211327e-07,2.2763993240325266e-08,4.030754792336183e-09,0.9998700183209047,1.8398167924739165e-08,0.1874704998826723,0.1856094667597868,0.00018302943241960744,0.010993073891413595,0.00022185784406152196,0.00013982444400321365
2.16,-93.05507405086014,138.4963729559624,5.689292132980136,5.60866225419283e-06,9.887034917566011e-06,2.151302569133317e-07,6.721859371316348e-07,0.0015754032525410189,0.9946540516001676,2.1562044123256997e-07,2.2763991448732428e-08,4.030754451504362e-09,0.9998700183284274,1.8398166766062643e-08,0.18747049843982497,0.1856094653314161,0.00018302942948987018,0.010993073715269351,0.000221857842293068,0.00013982444287930686
2.17,-93.05507436575245,138.49637459775735,5.689292139888605,5.6086622089840646e-06,9.8870343640982e-06,2.1513021946063202e-07,6.721859089096987e-07,0.001575403184516255,0.9946540519768171,2.1562042474400727e-07,2.2763989657139593e-08,4.030754110672541e-09,0.9998700183359501,1.839816560738612e-08,0.1874704969969776,0.18560946390304536,0.00018302942656013292,0.010993073539125108,0.00022185784052461402,0.0001398244417554001
2.18,-93.05507468064474,138.4963762395523,5.689292146797073,5.608662163775299e-06,9.887033810630389e-06,2.1513018200793235e-07,6.721858806877626e-07,0.0015754031164914915,0.9946540523534667,2.1562040825544454e-07,2.276398786554676e-08,4.03075376984072e-09,0.9998700183434729,1.8398164448709602e-08,0.18747049555413026,0.18560946247467464,0.00018302942363039565,0.010993073362980863,0.00022185783875616004,0.00013982444063149332
2.19,-93.05507499553704,138.4963778813472,5.689292153705542,5.608662118566532e-06,9.887033257162578e-06,2.1513014455523265e-07,6.721858524658265e-07,0.0015754030484667278,0.9946540527301162,2.1562039176688183e-07,2.276398607395392e-08,4.030753429008899e-09,0.9998700183509956,1.839816329003308e-08,0.1874704941112829,0.1856094610463039,0.0001830294207006584,0.01099307318683662,0.00022185783698770609,0.00013982443950758653
2.2,-93.05507531042934,138.49637952314214,5.689292160614009,5.6086620733577665e-06,9.887032703694767e-06,2.1513010710253298e-07,6.721858242438905e-07,0.001575402980441964,0.9946540531067657,2.156203752783191e-07,2.2763984282361086e-08,4.030753088177078e-09,0.9998700183585183,1.8398162131356558e-08,0.18747049266843555,0.18560945961793318,0.00018302941777092113,0.010993073010692377,0.0002218578352192521,0.00013982443838367976
2.21,-93.05507562532165,138.49638116493705,5.689292167522478,5.608662028149001e-06,9.887032150226956e-06,2.151300696498333e-07,6.721857960219544e-07,0.0015754029124172002,0.9946540534834152,2.1562035878975636e-07,2.276398249076825e-08,4.030752747345257e-09,0.9998700183660411,1.8398160972680036e-08,0.18747049122558818,0.18560945818956245,0.00018302941484118386,0.010993072834548132,0.00022185783345079812,0.000139824437259773
2.22,-93.05507594021395,138.496382806732,5.689292174430946,5.608661982940234e-06,9.887031596759143e-06,2.1513003219713364e-07,6.721857678000183e-07,0.0015754028443924364,0.9946540538600647,2.1562034230119366e-07,2.2763980699175413e-08,4.030752406513436e-09,0.9998700183735638,1.8398159814003518e-08,0.18747048978274083,0.18560945676119175,0.00018302941191144657,0.010993072658403888,0.00022185783168234417,0.0001398244361358662
2.23,-93.05507625510624,138.49638444852692,5.689292181339415,5.6086619377314685e-06,9.887031043291332e-06,2.1512999474443396e-07,6.721857395780822e-07,0.0015754027763676727,0.9946540542367142,2.1562032581263092e-07,2.276397890758258e-08,4.030752065681615e-09,0.9998700183810866,1.8398158655326996e-08,0.18747048833989347,0.18560945533282103,0.0001830294089817093,0.010993072482259645,0.0002218578299138902,0.00013982443501195943
2.24,-93.05507656999855,138.49638609032183,5.689292188247883,5.608661892522702e-06,9.887030489823521e-06,2.151299572917343e-07,6.721857113561462e-07,0.0015754027083429091,0.9946540546133636,2.1562030932406822e-07,2.2763977115989744e-08,4.030751724849794e-09,0.9998700183886092,1.8398157496650474e-08,0.18747048689704612,0.1856094539044503,0.00018302940605197205,0.0109930723061154,0.0002218578281454362,0.00013982443388805267
2.25,-93.05507688489085,138.49638773211677,5.6892921951563515,5.608661847313936e-06,9.88702993635571e-06,2.1512991983903462e-07,6.7218568313421e-07,0.0015754026403181453,0.9946540549900131,2.1562029283550549e-07,2.2763975324396906e-08,4.030751384017973e-09,0.999870018396132,1.8398156337973952e-08,0.18747048545419875,0.18560945247607957,0.00018302940312223478,0.010993072129971157,0.00022185782637698225,0.00013982443276414587
2.2600000000000002,-93.05507719978316,138.4963893739117,5.68929220206482,5.6086618021051705e-06,9.8870293828879e-06,2.1512988238633495e-07,6.721856549122739e-07,0.0015754025722933816,0.9946540553666627,2.1562027634694275e-07,2.2763973532804072e-08,4.030751043186152e-09,0.9998700184036547,1.8398155179297433e-08,0.1874704840113514,0.18560945104770885,0.00018302940019249752,0.010993071953826913,0.00022185782460852827,0.0001398244316402391
2.27,-93.05507751467546,138.49639101570662,5.6892922089732885,5.608661756896404e-06,9.887028829420087e-06,2.1512984493363527e-07,6.721856266903378e-07,0.0015754025042686178,0.9946540557433122,2.1562025985838005e-07,2.2763971741211237e-08,4.030750702354331e-09,0.9998700184111774,1.839815402062091e-08,0.18747048256850404,0.18560944961933815,0.00018302939726276026,0.010993071777682668,0.0002218578228400743,0.00013982443051633234
2.2800000000000002,-93.05507782956775,138.49639265750156,5.689292215881757,5.608661711687638e-06,9.887028275952276e-06,2.151298074809356e-07,6.721855984684018e-07,0.001575402436243854,0.9946540561199617,2.1562024336981731e-07,2.27639699496184e-08,4.03075036152251e-09,0.9998700184187002,1.839815286194439e-08,0.18747048112565667,0.18560944819096742,0.000183029394333023,0.010993071601538425,0.00022185782107162034,0.00013982442939242554
2.29,-93.05507814446005,138.4963942992965,5.689292222790225,5.6086616664788725e-06,9.887027722484465e-06,2.151297700282359e-07,6.721855702464657e-07,0.0015754023682190903,0.9946540564966112,2.156202268812546e-07,2.2763968158025565e-08,4.030750020690689e-09,0.9998700184262229,1.8398151703267867e-08,0.18747047968280933,0.1856094467625967,0.0001830293914032857,0.01099307142539418,0.00022185781930316635,0.00013982442826851877
2.3000000000000003,-93.05507845935236,138.4963959410914,5.689292229698694,5.608661621270106e-06,9.887027169016654e-06,2.1512973257553623e-07,6.721855420245296e-07,0.0015754023001943267,0.9946540568732607,2.1562021039269187e-07,2.276396636643273e-08,4.030749679858868e-09,0.9998700184337457,1.839815054459135e-08,0.18747047823996196,0.18560944533422596,0.00018302938847354844,0.010993071249249937,0.00022185781753471237,0.000139824427144612
2.31,-93.05507877424466,138.49639758288635,5.689292236607162,5.60866157606134e-06,9.887026615548843e-06,2.1512969512283656e-07,6.721855138025935e-07,0.001575402232169563,0.9946540572499102,2.1562019390412917e-07,2.2763964574839892e-08,4.0307493390270465e-09,0.9998700184412683,1.8398149385914826e-08,0.18747047679711462,0.18560944390585524,0.00018302938554381118,0.010993071073105693,0.00022185781576625842,0.00013982442602070524
2.32,-93.05507908913697,138.49639922468126,5.689292243515631,5.6086615308525744e-06,9.88702606208103e-06,2.151296576701369e-07,6.721854855806575e-07,0.0015754021641447992,0.9946540576265597,2.1562017741556644e-07,2.2763962783247057e-08,4.030748998195226e-09,0.9998700184487911,1.8398148227238304e-08,0.18747047535426725,0.18560944247748454,0.0001830293826140739,0.010993070896961448,0.00022185781399780444,0.00013982442489679845
2.33,-93.05507940402926,138.4964008664762,5.689292250424099,5.608661485643808e-06,9.887025508613219e-06,2.1512962021743721e-07,6.721854573587214e-07,0.0015754020961200354,0.9946540580032092,2.156201609270037e-07,2.2763960991654223e-08,4.030748657363405e-09,0.9998700184563138,1.8398147068561782e-08,0.1874704739114199,0.1856094410491138,0.00018302937968433665,0.010993070720817205,0.00022185781222935046,0.00013982442377289168
2.34,-93.05507971892156,138.49640250827113,5.689292257332568,5.608661440435042e-06,9.887024955145408e-06,2.1512958276473754e-07,6.721854291367853e-07,0.0015754020280952716,0.9946540583798588,2.15620144438441e-07,2.2763959200061385e-08,4.030748316531584e-09,0.9998700184638366,1.8398145909885264e-08,0.18747047246857254,0.18560943962074308,0.0001830293767545994,0.010993070544672962,0.0002218578104608965,0.0001398244226489849
2.35,-93.05508003381387,138.49640415006604,5.689292264241036,5.608661395226276e-06,9.887024401677597e-06,2.1512954531203787e-07,6.721854009148492e-07,0.001575401960070508,0.9946540587565083,2.1562012794987826e-07,2.276395740846855e-08,4.030747975699763e-09,0.9998700184713593,1.8398144751208742e-08,0.1874704710257252,0.18560943819237236,0.00018302937382486212,0.010993070368528717,0.00022185780869244252,0.00013982442152507812
2.36,-93.05508034870617,138.49640579186098,5.689292271149505,5.60866135001751e-06,9.887023848209786e-06,2.151295078593382e-07,6.721853726929132e-07,0.0015754018920457443,0.9946540591331577,2.1562011146131556e-07,2.2763955616875716e-08,4.030747634867942e-09,0.999870018478882,1.839814359253222e-08,0.18747046958287783,0.18560943676400163,0.00018302937089512483,0.010993070192384474,0.00022185780692398854,0.00013982442040117135
2.37,-93.05508066359847,138.49640743365592,5.689292278057972,5.608661304808744e-06,9.887023294741975e-06,2.1512947040663853e-07,6.721853444709771e-07,0.0015754018240209805,0.9946540595098072,2.1562009497275282e-07,2.2763953825282878e-08,4.030747294036121e-09,0.9998700184864048,1.8398142433855698e-08,0.1874704681400305,0.1856094353356309,0.00018302936796538757,0.01099307001624023,0.00022185780515553458,0.00013982441927726458
2.38,-93.05508097849076,138.49640907545083,5.689292284966441,5.608661259599978e-06,9.887022741274162e-06,2.1512943295393885e-07,6.721853162490409e-07,0.0015754017559962167,0.9946540598864567,2.156200784841901e-07,2.2763952033690043e-08,4.0307469532043e-09,0.9998700184939275,1.839814127517918e-08,0.18747046669718312,0.1856094339072602,0.0001830293650356503,0.010993069840095985,0.0002218578033870806,0.0001398244181533578
2.39,-93.05508129338307,138.49641071724577,5.689292291874909,5.608661214391212e-06,9.887022187806351e-06,2.1512939550123916e-07,6.721852880271048e-07,0.001575401687971453,0.9946540602631062,2.1562006199562739e-07,2.276395024209721e-08,4.030746612372479e-09,0.9998700185014502,1.8398140116502657e-08,0.18747046525433578,0.18560943247888947,0.00018302936210591304,0.010993069663951742,0.00022185780161862662,0.00013982441702945102
2.4,-93.05508160827537,138.49641235904068,5.689292298783378,5.608661169182446e-06,9.88702163433854e-06,2.1512935804853948e-07,6.721852598051688e-07,0.0015754016199466892,0.9946540606397557,2.1562004550706465e-07,2.276394845050437e-08,4.0307462715406575e-09,0.999870018508973,1.8398138957826135e-08,0.1874704638114884,0.18560943105051875,0.00018302935917617578,0.010993069487807499,0.00022185779985017267,0.00013982441590554425
2.41,-93.05508192316768,138.4964140008356,5.689292305691846,5.6086611239736795e-06,9.88702108087073e-06,2.151293205958398e-07,6.721852315832327e-07,0.0015754015519219256,0.9946540610164052,2.1562002901850195e-07,2.2763946658911536e-08,4.030745930708837e-09,0.9998700185164957,1.8398137799149613e-08,0.18747046236864104,0.18560942962214802,0.00018302935624643852,0.010993069311663254,0.00022185779808171869,0.00013982441478163746
2.42,-93.05508223805998,138.49641564263055,5.6892923126003145,5.608661078764914e-06,9.887020527402918e-06,2.1512928314314014e-07,6.721852033612966e-07,0.0015754014838971619,0.9946540613930548,2.1562001252993921e-07,2.27639448673187e-08,4.0307455898770156e-09,0.9998700185240185,1.839813664047309e-08,0.1874704609257937,0.1856094281937773,0.00018302935331670123,0.01099306913551901,0.0002218577963132647,0.0001398244136577307
2.43,-93.05508255295227,138.49641728442546,5.689292319508783,5.608661033556148e-06,9.887019973935106e-06,2.1512924569044047e-07,6.721851751393605e-07,0.001575401415872398,0.9946540617697043,2.156199960413765e-07,2.2763943075725863e-08,4.030745249045195e-09,0.9998700185315411,1.8398135481796573e-08,0.18747045948294633,0.1856094267654066,0.00018302935038696396,0.010993068959374767,0.00022185779454481075,0.00013982441253382392
2.44,-93.05508286784458,138.4964189262204,5.6892923264172515,5.6086609883473815e-06,9.887019420467295e-06,2.151292082377408e-07,6.721851469174245e-07,0.0015754013478476343,0.9946540621463538,2.1561997955281377e-07,2.276394128413303e-08,4.030744908213374e-09,0.9998700185390639,1.839813432312005e-08,0.187470458040099,0.18560942533703587,0.0001830293474572267,0.010993068783230522,0.00022185779277635677,0.00013982441140991713
2.45,-93.05508318273688,138.49642056801534,5.68929233332572,5.608660943138616e-06,9.887018866999484e-06,2.1512917078504112e-07,6.721851186954884e-07,0.0015754012798228705,0.9946540625230033,2.1561996306425104e-07,2.2763939492540194e-08,4.030744567381553e-09,0.9998700185465866,1.839813316444353e-08,0.18747045659725162,0.18560942390866514,0.00018302934452748944,0.010993068607086279,0.0002218577910079028,0.00013982441028601036
2.46,-93.05508349762918,138.49642220981025,5.689292340234188,5.60866089792985e-06,9.887018313531673e-06,2.1512913333234145e-07,6.721850904735523e-07,0.0015754012117981068,0.9946540628996527,2.1561994657568834e-07,2.2763937700947356e-08,4.030744226549732e-09,0.9998700185541094,1.8398132005767007e-08,0.18747045515440428,0.1856094224802944,0.00018302934159775217,0.010993068430942035,0.00022185778923944883,0.0001398244091621036
2.47,-93.05508381252149,138.4964238516052,5.689292347142657,5.6086608527210834e-06,9.887017760063862e-06,2.1512909587964178e-07,6.721850622516162e-07,0.0015754011437733432,0.9946540632763022,2.156199300871256e-07,2.2763935909354522e-08,4.03074388571791e-09,0.999870018561632,1.8398130847090488e-08,0.1874704537115569,0.18560942105192368,0.0001830293386680149,0.01099306825479779,0.00022185778747099485,0.0001398244080381968
2.48,-93.05508412741378,138.4964254934001,5.689292354051125,5.608660807512318e-06,9.887017206596049e-06,2.1512905842694208e-07,6.721850340296802e-07,0.0015754010757485794,0.9946540636529517,2.156199135985629e-07,2.2763934117761687e-08,4.03074354488609e-09,0.9998700185691548,1.8398129688413966e-08,0.18747045226870956,0.18560941962355298,0.00018302933573827765,0.010993068078653547,0.00022185778570254087,0.00013982440691429003
2.49,-93.05508444230608,138.49642713519503,5.689292360959594,5.608660762303552e-06,9.887016653128238e-06,2.151290209742424e-07,6.721850058077441e-07,0.0015754010077238157,0.9946540640296012,2.1561989711000016e-07,2.276393232616885e-08,4.0307432040542685e-09,0.9998700185766776,1.8398128529737444e-08,0.1874704508258622,0.18560941819518226,0.00018302933280854036,0.010993067902509302,0.0002218577839340869,0.00013982440579038326
2.5,-93.05508475719839,138.49642877698997,5.689292367868062,5.608660717094785e-06,9.887016099660427e-06,2.1512898352154273e-07,6.72184977585808e-07,0.0015754009396990519,0.9946540644062508,2.1561988062143743e-07,2.2763930534576015e-08,4.030742863222448e-09,0.9998700185842003,1.8398127371060922e-08,0.18747044938301485,0.18560941676681153,0.0001830293298788031,0.010993067726365059,0.00022185778216563294,0.00013982440466647647
