t,bLR,aG,cAMP,aCaMK,Ca,CaCaM,V
9.27,-3.9333854008692884e-26,2.5835948164211965e-17,1.2596892602154635e-16,0.0037502055652132754,2.3514556785745215e-06,8.59673707051948e-08,-69.99999242719171
9.28,-4.2690657628246554e-26,2.4213424191704434e-17,1.1796318024961286e-16,0.0037166166300491503,2.3065603605437234e-06,8.432603317830083e-08,-69.99999257177609
9.290000000000001,-4.496056634379586e-26,2.2672729846717453e-17,1.1032143708376474e-16,0.0036833283654897405,2.2625169443454035e-06,8.271584051256775e-08,-69.99999271361692
9.3,-4.6000572321521005e-26,2.123720452952739e-17,1.0316344909591883e-16,0.0036503380712022567,2.219308501050202e-06,8.113617379964881e-08,-69.99999285276874
9.31,-4.5660862721722875e-26,1.9932126033187593e-17,9.661929661314882e-17,0.0036176430698267926,2.1769183568165312e-06,7.95864234570057e-08,-69.99999298928525
9.32,-4.3784712483382344e-26,1.8784753543814154e-17,9.082963242972232e-17,0.0035852407066916223,2.1353300823693057e-06,7.8065988843259e-08,-69.99999312321934
9.33,-4.1259905436680915e-26,1.7679724900962308e-17,8.521821485529346e-17,0.003553128437732799,2.0945332050968456e-06,7.657448708796133e-08,-69.99999325460476
9.34,-4.186480373369931e-26,1.6105143922271414e-17,7.721450327267427e-17,0.0035213039840704774,2.0545332457758934e-06,7.51121200263747e-08,-69.99999338342373
9.35,-4.198622821278205e-26,1.456699261731899e-17,6.936958406067882e-17,0.0034897644692480985,2.0152957513727e-06,7.367762808266995e-08,-69.99999350978719
9.36,-4.164040368211277e-26,1.307314437596694e-17,6.172928036547162e-17,0.003458507343415934,1.976806263196747e-06,7.227048265849019e-08,-69.99999363374171
9.370000000000001,-4.0850014477663936e-26,1.1631755855000891e-17,5.434158642973874e-17,0.003427530079155409,1.939050590206527e-06,7.089016494051602e-08,-69.999993755333
9.38,-3.964451041753478e-26,1.0251253143762505e-17,4.725662636999771e-17,0.003396830171229054,1.9020148007368141e-06,6.953616559802097e-08,-69.99999387460592
9.39,-3.8060412756287766e-26,8.940317929779244e-18,4.052661295389417e-17,0.003366405136330403,1.8656852142258712e-06,6.820798448042457e-08,-69.99999399160451
9.4,-3.6141620139286406e-26,7.707873664396718e-18,3.420580637751176e-17,0.003336252512833948,1.8300483929427176e-06,6.690513031484798e-08,-69.99999410637209
9.41,-3.393971455703246e-26,6.563071728409733e-18,2.8350473042675476e-17,0.003306369860545064,1.7950911337143682e-06,6.562712040366818e-08,-69.99999421895114
9.42,-3.151426729950317e-26,5.5152775976936e-18,2.301884433425617e-17,0.003276754760449938,1.7608004596530775e-06,6.437348032207262e-08,-69.99999432938348
9.43,-2.893314491048865e-26,4.574057008835437e-18,1.8271075397475203e-17,0.0032474048144655035,1.7271636118835835e-06,6.31437436156137e-08,-69.99999443771017
9.44,-2.627281514192915e-26,3.749162124765482e-18,1.4169203915209013e-17,0.0032183176451893686,1.694168041270352e-06,6.193745149776341e-08,-69.99999454397165
9.450000000000001,-2.3618652908251886e-26,3.050517700388292e-18,1.0777108885293219e-17,0.0031894908956497424,1.661801400144816e-06,6.07541525474676e-08,-69.99999464820769
9.46,-2.1065246240710245e-26,2.4882072482145153e-18,8.160469397829462e-18,0.0031609222290553884,1.6300515340326417e-06,5.9593402406701346e-08,-69.9999947504574
9.47,-1.8716702241718228e-26,2.07245920399146e-18,6.3867234124864006e-18,0.0031326093285455226,1.598906473380938e-06,5.845476347802237e-08,-69.99999485075936
9.48,-1.668695303918967e-26,1.813633092334923e-18,5.52502653580685e-18,0.003104549896939766,1.5683544252855253e-06,5.733780462212631e-08,-69.99999494915153
9.49,-1.384983768653584e-26,1.5449001779978364e-18,4.490726386439517e-18,0.003076741801835902,1.5383893348875715e-06,5.624230447813642e-08,-69.99999504565342
9.5,-9.669018510501756e-27,1.1817031320924851e-18,2.7362873097215433e-18,0.003049182862654014,1.509002726301799e-06,5.516795317435208e-08,-69.99999514029233
9.51,-5.415666017304783e-27,8.943896527712491e-19,1.376377405003323e-18,0.0030218707088570623,1.4801782709971894e-06,5.4114153752516726e-08,-69.99999523312081
9.52,-1.1451918915765637e-27,6.793985640152126e-19,3.933750552960969e-19,0.0029948031312136375,1.4519052493512638e-06,5.3080514311661215e-08,-69.99999532417343
9.53,3.082523207052219e-27,5.322540664731227e-19,-2.351938504429694e-19,0.0029679779397229116,1.4241731077023735e-06,5.2066649018213865e-08,-69.99999541348416
9.540000000000001,7.203026620584291e-27,4.475231236273365e-19,-5.368846932456818e-19,0.002941392963388158,1.396971450980984e-06,5.107217783660599e-08,-69.99999550108646
9.55,1.1147190669284684e-26,4.1877284795982946e-19,-5.445629000676041e-19,0.002915046049990294,1.3702900353409826e-06,5.0096726259878325e-08,-69.99999558701334
9.56,1.4841109628316885e-26,4.385278871180634e-19,-2.9663271972324365e-19,0.002888935065861376,1.344118760790939e-06,4.9139925040285696e-08,-69.99999567129733
9.57,1.8205996704371703e-26,4.982278100810122e-19,1.6273400117929262e-19,0.0028630578956581384,1.3184476638254139e-06,4.820140991990343e-08,-69.9999957539705
9.58,2.1158081012299709e-26,5.881844933251003e-19,7.833690423033152e-19,0.002837412442135518,1.2932669100562415e-06,4.7280821361232875e-08,-69.99999583506454
9.59,2.3608504551743092e-26,6.975395069901605e-19,1.5088790336486566e-18,0.002811996625920171,1.2685667868438202e-06,4.6377804277807163e-08,-69.99999591461071
9.6,2.5463219183767377e-26,8.142215010453905e-19,2.2764166796167584e-18,0.0027868083852840004,1.2443376959284003e-06,4.54920077647969e-08,-69.99999599263992
9.61,2.662288360749323e-26,9.2490359145531e-19,3.0164519830757705e-18,0.002761845675917678,1.2205701460613736e-06,4.4623084829615874e-08,-69.99999606918277
9.620000000000001,2.6982760336728196e-26,1.0149607463457323e-18,3.6525434694257465e-18,0.0027371064707041636,1.197254745636558e-06,4.3770692122526634e-08,-69.99999614426947
9.63,2.643261267659838e-26,1.0684271721696598e-18,4.101109410663302e-18,0.002712588759492244,1.1743821953215026e-06,4.2934489667246816e-08,-69.99999621792999
9.64,2.485660170018062e-26,1.0679536998733424e-18,4.271199049447411e-18,0.0026882905488700326,1.1519432806887517e-06,4.211414059155392e-08,-69.99999629019399
9.65,2.495048591769236e-26,1.321436469993743e-18,5.7528807600058495e-18,0.002664210133396345,1.1299462005207762e-06,4.1309944636485034e-08,-69.99999636103506
9.66,2.5626703555480176e-26,1.6972937294144149e-18,7.864255258945846e-18,0.0026403454599387244,1.1083759796499858e-06,4.0521354321689154e-08,-69.99999643050145
9.67,2.6032418593333325e-26,2.0903348060948308e-18,1.0059599410847234e-17,0.0026166945146109174,1.0872191864166651e-06,3.974787859624929e-08,-69.9999964986364
9.68,2.6170547311790965e-26,2.4937385827088128e-18,1.2301426136743853e-17,0.0025932553823945965,1.0664677472891284e-06,3.8989222298195094e-08,-69.99999656546593
9.69,2.6047496339978407e-26,2.9002015270032537e-18,1.454949404915327e-17,0.0025700261648041282,1.0461136959160683e-06,3.824509418398656e-08,-69.99999663101568
9.700000000000001,2.567334053932604e-26,3.301927649644591e-18,1.6760747044442344e-17,0.0025470049796871563,1.0261491674863421e-06,3.7515206722312284e-08,-69.99999669531098
9.71,2.5062000887288735e-26,3.690618462064962e-18,1.8889253895190863e-17,0.00252418996102521,1.0065663930887784e-06,3.6799275887888386e-08,-69.99999675837684
9.72,2.423142236106444e-26,4.057462934309054e-18,2.0886147842559165e-17,0.002501579258734268,9.873576940719448e-07,3.609702095525611e-08,-69.99999682023801
9.73,2.3203751821313475e-26,4.393127452880232e-18,2.2699566188651688e-17,0.0024791710384653655,9.685154764039552e-07,3.540816429258075e-08,-69.99999688091893
9.74,2.2005515895877517e-26,4.68774577858704e-18,2.4274589888882628e-17,0.002456963481405179,9.500322250322564e-07,3.4732431155449906e-08,-69.99999694044381
9.75,2.066779886349863e-26,4.930909004389623e-18,2.555318314434111e-17,0.002434954784076616,9.319004982434187e-07,3.406954948067188e-08,-69.99999699883661
9.76,1.922642053753834e-26,5.11165551324615e-18,2.647413299415641e-17,0.002413143158139405,9.141129220229272e-07,3.3419249680074064e-08,-69.99999705612107
9.77,1.772211414969665e-26,5.218460935959233e-18,2.697298890786315e-17,0.0023915268301906868,8.96662184414973e-07,3.2781264434301346e-08,-69.99999711232077
9.78,1.620070423373109e-26,5.239228109022355e-18,2.698200237776652e-17,0.0023701040415656,8.795410298822442e-07,3.215532848661449e-08,-69.99999716745904
9.790000000000001,1.4713284509175496e-26,5.1612770324662686e-18,2.6430066511307314e-17,0.0023488730481378713,8.627422536657131e-07,3.154117843668844e-08,-69.99999722155911
9.8,1.3301591731014042e-26,4.976541749664999e-18,2.5272408801655376e-17,0.0023278321252550678,8.462590587734053e-07,3.093856579184093e-08,-69.99999727464285
9.81,1.0858285888202655e-26,5.0824887460515865e-18,2.5781499444114857e-17,0.002306979962902727,8.301129724536214e-07,3.0348277571342424e-08,-69.99999732664094
9.82,8.318331579924959e-27,5.159686660502506e-18,2.6133303552511922e-17,0.002286314558663886,8.142756711303138e-07,2.9769278287523603e-08,-69.9999973776446
9.83,5.71436547929983e-27,5.2075543341813936e-18,2.6325706821047406e-17,0.0022658342389014585,7.987411087198954e-07,2.9201346900322426e-08,-69.99999742767329
9.84,3.0823131491927475e-27,5.2258869061803845e-18,2.6358702079269724e-17,0.002245537344515229,7.835033320104865e-07,2.864426576499343e-08,-69.99999747674619
9.85,4.614811936155264e-28,5.2148759254106716e-18,2.623450118943265e-17,0.002225422230772183,7.685564771217426e-07,2.8097820502681827e-08,-69.99999752488219
9.86,-2.1053505908739323e-27,5.17512946249306e-18,2.5957646943853024e-17,0.0022054872671368317,7.538947659646829e-07,2.756179987099765e-08,-69.99999757209989
9.870000000000001,-4.5718370637722865e-27,5.107692221648511e-18,2.5535124962268445e-17,0.0021857308371015308,7.395125027015163e-07,2.7035995634589722e-08,-69.99999761841762
9.88,-6.88797558922934e-27,5.01406565258875e-18,2.497647558919532e-17,0.002166151338016823,7.254040702054788e-07,2.6520202435720144e-08,-69.9999976638535
9.89,-9.000013884650869e-27,4.8962280624067504e-18,2.429390579128617e-17,0.0021467471809217403,7.115639265206472e-07,2.601421766483783e-08,-69.99999770842535
9.9,-1.0850357869297129e-26,4.756654727467335e-18,2.3502401054687644e-17,0.0021275167903741436,6.979866013217771e-07,2.5517841331153006e-08,-69.99999775215082
9.91,-1.2377479512883555e-26,4.598338005297721e-18,2.2619837282398207e-17,0.0021084586042810446,6.846666923741289e-07,2.5030875933211192e-08,-69.99999779504726
9.92,-1.3515824684181e-26,4.42480744647808e-18,2.1667092691625884e-17,0.0020895710737289315,6.715988619932958e-07,2.4553126329467317e-08,-69.99999783713191
9.93,-1.4195720999616007e-26,4.24014990653209e-18,2.0668159711146e-17,0.0020708526628140933,6.587778335050316e-07,2.4084399608859817e-08,-69.99999787842172
9.94,-1.434328567187105e-26,4.049029657817493e-18,1.9650256878658946e-17,0.0020523018484729454,6.461983877050799e-07,2.3624504961384746e-08,-69.99999791893354
9.950000000000001,-1.3880333358484643e-26,3.856708501416621e-18,1.8643940738147717e-17,0.002033917120312352,6.33855359318999e-07,2.3173253548669783e-08,-69.99999795868398
9.96,-1.3403089262532147e-26,3.6371016422495506e-18,1.749519113180405e-17,0.002015697070958714,6.217482938720362e-07,2.2730628755476002e-08,-69.9999979976745
9.97,-1.4270503591511514e-26,3.3286348251842746e-18,1.5841034785341408e-17,0.001997640407677307,6.098820511139789e-07,2.2296808250436067e-08,-69.99999803588946
9.98,-1.4984415401661028e-26,3.0047144457633924e-18,1.4112313233092864e-17,0.00197974546950938,5.982419497395013e-07,2.1871255296569167e-08,-69.99999807337613
9.99,-1.554060269928493e-26,2.6688568767145497e-18,1.2328544011980485e-17,0.0019620108073277473,5.868236370803572e-07,2.145381076374663e-08,-69.99999811014854
