t,ATbl,ADbl,CT_A,CD_A,ATl,ADl,ATif,ATst,ATp,ADp,CT_R,CD_R,CDT,CDD,CTT,CDD5a,CDDcd,CDDsec,CDDcp,CDT5a,CDTcd,CDTsec,CDTcp,CTT5a,CTTcd,CTTsec,CTTcp,ATb,ADb,ALH,AR,VPC1,VPL1
1.33,0.14846634299126174,-0.10568075693262716,6.970265741965352,0.5503246638067351,0.12292141276929164,-0.004252192309256594,6.588330384788885,0.0,-0.49681854417977045,-0.6301911589271297,1.0185900141432733,1.701132775588855,0.049988073408015435,0.08267913807928995,0.03022533905629336,0.0003264080434270987,0.0003236224259744214,0.0003145912923551471,0.0002749148214660034,0.00017431394536478471,0.00016368220980267606,0.00013513011777104158,6.904495593151962e-05,9.911026906398894e-05,9.060907184230709e-05,6.970639374551566e-05,3.083112462107172e-05,0.015076809640116083,0.05076772140937608,0.001363271067798744,0.0002472664369296416,0.0,0.0
1.34,0.1495732418597931,-0.10649392292430167,6.970265741965276,0.5503246638067295,0.12292141277127226,-0.004252192309109411,6.637866689137211,0.0,-0.5003659751261448,-0.6347346095032923,1.0254802784189792,1.7135184029479908,0.050852869324802256,0.08414927272518272,0.030733725802104168,0.00033486405784874715,0.00033198468519956534,0.0003226510555138697,0.0002816808999807497,0.00017857709701818176,0.00016760986740120337,0.00013820050324073668,7.040766853086004e-05,0.0001014423726341694,9.268468821274335e-05,7.119351214761847e-05,3.140152595788019e-05,0.01518752268743552,0.05114917546029772,0.0013689948865533348,0.0002486059507117866,0.0,0.0
1.35,0.1506799564696869,-0.1073073936698006,6.970265741965166,0.5503246638067213,0.12292141271238066,-0.004252192308798985,6.687402993485537,0.0,-0.503910505431968,-0.6392750389437168,1.0323592739490959,1.725897720064985,0.051724778698808926,0.08563259512589112,0.031245908756453628,0.00034346609910593744,0.0003404906359008815,0.0003308470211799343,0.00028855247792747345,0.00018290554124994758,0.00017159529856133993,0.0001413110661555664,7.178378135593534e-05,0.00010380723661028859,9.478776610451092e-05,7.269739144348365e-05,3.1976740501355926e-05,0.015298235734754952,0.05153062951121937,0.001374673097520254,0.00024994702896193624,0.0,0.0
1.36,0.15178648674322326,-0.10812116969290224,6.9702657419651155,0.5503246638067175,0.12292141272335252,-0.004252192308465362,6.736939297833863,0.0,-0.5074521332899999,-0.6438124449951048,1.039227005757514,1.7382707210616184,0.052603780915827084,0.08712909066919167,0.0317618690922308,0.0003522153467712892,0.0003491414212622452,0.0003391802163695511,0.00029553014285242386,0.0001872995980662772,0.00017563872962041523,0.00014446185915820088,7.317325525034958e-05,0.00010620494824162674,9.691834005300006e-05,7.421799737232439e-05,3.2556741962737585e-05,0.01540894878207439,0.05191208356214101,0.0013803060636852459,0.0002512896653161726,0.0,0.0
1.37,0.15289283260518532,-0.1089352515143395,6.970265741965069,0.5503246638067141,0.1229214127142294,-0.004252192308065455,6.786475602182189,0.0,-0.5109908569308275,-0.6483468254425271,1.0460834789540168,1.7506374001016956,0.053489856101094184,0.08863874579775052,0.03228158851134059,0.00036111297148009485,0.0003579381752045923,0.000347651657971572,0.0003026144708193858,0.00019175957898899407,0.00017974037876044806,0.0001476529297784023,7.457605268675418e-05,0.00010863558949196214,9.907644021915349e-05,7.575529459626909e-05,3.3141504898495666e-05,0.01551966182939383,0.05229353761306265,0.0013858941458691658,0.0002526338536783078,0.0,0.0
1.3800000000000001,0.15399899398088845,-0.10974963965472587,6.970265741965037,0.5503246638067117,0.12292141268637076,-0.004252192307649433,6.836011906530515,0.0,-0.5145266745927761,-0.6528781780783802,1.0529286986633637,1.7629977513516,0.05438298391368985,0.09016154620862257,0.0328050484356935,0.00037016014053453385,0.0003668820282254537,0.00035626235905306206,0.0003098060328326779,0.00019628579141173436,0.00018390046003498021,0.00015088432191646896,7.599213451479919e-05,0.00011109923955921242,0.00010126209417480175,7.730924578090558e-05,3.373100326653827e-05,0.01563037487671327,0.052674991663984295,0.0013914377017384928,0.0002539795877951014,0.0,0.0
1.3900000000000001,0.15510497079675886,-0.1105643346336902,6.9702657419650285,0.5503246638067111,0.12292141264274663,-0.0042521923072826266,6.885548210878841,0.0,-0.5180595845307618,-0.6574065007115253,1.059762670046073,1.7753517689919538,0.05528314390297183,0.0916974773854351,0.03333223024635665,0.00037935801619929033,0.00037597410563228195,0.0003650133269735949,0.00031710539298037234,0.00020087853733072867,0.00018811918221383925,0.00015415607546252066,7.74214609303837e-05,0.00011359597416146639,0.00010347532641400503,7.88798119019136e-05,3.432521085427065e-05,0.01574108792403271,0.053056445714905934,0.0013969370861230308,0.0002553268613817676,0.0,0.0
1.4000000000000001,0.1562107629803415,-0.11137933696985972,6.970265741965056,0.5503246638067131,0.12292141258811895,-0.004252192307046754,6.9350845152271665,0.0,-0.5215895850164298,-0.6619317911674352,1.0665853982986848,1.7876994472178434,0.05619031551549025,0.09324652460861019,0.03386311528816837,0.00038870775563254093,0.00038521552747774156,0.0003739055633324273,0.0003245131084301964,0.0002055381133343229,0.0001923967487874407,0.00015746822633290792,7.886399150034887e-05,0.00011612586554656774,0.00010571615837322331,8.046695227734801e-05,3.492410128780902e-05,0.015851800971352154,0.05343789976582758,0.0014023926510411166,0.0002566756681243486,0.0,0.0
1.41,0.15731637046030833,-0.11219464718084307,6.970265741965132,0.5503246638067187,0.122921412529223,-0.004252192307041149,6.9846208195754915,0.0,-0.5251166743382933,-0.6664540472883425,1.0733968886540248,1.8000407802390432,0.05710447810190184,0.09480867296558719,0.034397684874352845,0.00039821051081694264,0.0003946074084949991,0.0003829400639156733,0.00033202972942543413,0.0002102648105924988,0.00019673335797109012,0.00016082080650662109,8.031968518717111e-05,0.00011868898250169879,0.00010798460845148656,8.207062459992197e-05,3.5527648041194377e-05,0.015962514018671596,0.05381935381674921,0.001407804745724822,0.0002580260016820891,0.0,0.0
1.42,0.15842179316578184,-0.11301026578423043,6.97026574196519,0.5503246638067231,0.12292141245404849,-0.004252192306934982,7.034157123923817,0.0,-0.5286408507914139,-0.6709732669225962,1.0801971463569149,1.81237576226655,0.058025610506122774,0.09638390673745316,0.03493592001063175,0.00040786743046375884,0.0004041508600948844,0.00039211782086841804,0.00033965580143526257,0.00021505891635155018,0.00020112920404481227,0.00016421384431784334,8.178849913628068e-05,0.0001212853911803114,0.00011028069252886972,8.369078442107404e-05,3.613582392949212e-05,0.016073227065991038,0.054200807867670855,0.0014131737162346287,0.00025937785554589377,0.0,0.0
1.43,0.15952703102746393,-0.11382619329591126,6.970265741965217,0.5503246638067251,0.1229214123662424,-0.004252192306703676,7.083693428272143,0.0,-0.5321621126946645,-0.6754894479424777,1.0869861767046398,1.8247043875352251,0.05895369175627681,0.0979722104302222,0.035477801859128674,0.0004176796567130716,0.0004138469869251162,0.0004014398189988219,0.0003473918616230267,0.00021992071145909357,0.00020558447517088878,0.00016764736407295553,8.327039072680643e-05,0.00012391515377340327,0.00011260442317074894,8.532738608088912e-05,3.674860196308069e-05,0.016183940113310483,0.054582261918592494,0.0014184999061568307,0.00026073122327634706,0.0,0.0
1.44,0.1606320839775066,-0.11464243023026156,6.970265741965241,0.5503246638067268,0.1229214122810973,-0.00425219230654005,7.13322973262047,0.0,-0.5356804583887698,-0.680002588242184,1.0937639850422842,1.8370266503012724,0.05988870098779619,0.09957356865994979,0.036023311686707866,0.0004276483254606311,0.0004236968872192562,0.0004109070361716737,0.0003552384392743745,0.00022485047065556104,0.000210099353666101,0.00017112138613833438,8.47653173480205e-05,0.00012657832868308216,0.00011495580974794432,8.698038263039591e-05,3.736595525331999e-05,0.016294653160629925,0.05496371596951414,0.001423783656546379,0.000262086098477214,0.0,0.0
1.45,0.16173695194892318,-0.11545897710101372,6.970265741965256,0.550324663806728,0.12292141220750476,-0.004252192306463955,7.182766036968796,0.0,-0.5391958862273241,-0.6845126857285635,1.1005305767415832,1.849342544830522,0.060830617085988935,0.10118796561909495,0.03657243062495063,0.0004377745680096979,0.0004337016545302405,0.00042052044519602557,0.0003631960576721297,0.00022984846387642848,0.00021467401717079962,0.00017463592720015498,8.62732353448664e-05,0.00012927497124499146,0.00011733485889148202,8.864972538572817e-05,3.798785657164077e-05,0.016405366207949367,0.05534517002043578,0.0014290253055940425,0.00026344247467229877,0.0,0.0
1.46,0.1628416348758574,-0.11627583442085179,6.970265741965255,0.5503246638067278,0.12292141215610819,-0.0042521923064947455,7.232302341317122,0.0,-0.5427083945809187,-0.6890197383253797,1.1072859572105502,1.8616520654038784,0.06177941885229117,0.10281538532458645,0.03712513978175641,0.0004480595102494577,0.0004438623768792538,0.0004302810129237553,0.00037126523327047197,0.00023491495566765633,0.00021930863814382447,0.00017819100020310437,8.779410051459822e-05,0.00013200513342615026,0.00011974157432270649,9.033536416950261e-05,3.861427855560919e-05,0.01651607925526881,0.05572662407135742,0.0014342251888081942,0.0002648003453627098,0.0,0.0
1.47,0.1639461326935891,-0.117093002701398,6.970265741965227,0.5503246638067258,0.12292141213941245,-0.004252192306650973,7.281838645665448,0.0,-0.5462179818372447,-0.6935237439734215,1.1140301318936563,1.873955206317496,0.06273508500974596,0.10445581162590278,0.03768142024499359,0.0004585042725927889,0.0004541801366981043,0.00044018970020438493,0.0003794464756982411,0.00024005020518038208,0.00022400338387139568,0.00018178661438767108,8.932786812722216e-05,0.00013476886383734547,0.00012217595687516277,9.203724734121856e-05,3.9245193716367316e-05,0.016626792302588247,0.05610807812227906,0.0014393836390386079,0.00026615970402873947,0.0,0.0
1.48,0.16505044533845947,-0.117910482453319,6.970265741965173,0.550324663806722,0.12292141216126336,-0.004252192306929875,7.331374950013774,0.0,-0.5497246463999604,-0.6980247006293397,1.1207631062691175,1.886251961881343,0.06369759415955774,0.10610922814018171,0.038241253053261884,0.0004691099701520911,0.00046465601102160234,0.0004502474621095371,0.00038774028800341167,0.00024525446634383294,0.0002287584166237384,0.000185422775310761,9.087449278264135e-05,0.0001375662078326271,0.0001246380045537299,9.375532172185033e-05,3.988057438358824e-05,0.016737505349907686,0.056489532173200706,0.0014445009864397962,0.0002675205441145078,0.0,0.0
1.49,0.16615457274731682,-0.11872827418714298,6.970265741965164,0.5503246638067214,0.12292141214322355,-0.004252192307167054,7.3809112543621,0.0,-0.5532283866802264,-0.7025226062569182,1.1274848858290072,1.8985423264081696,0.0646669244472099,0.10777561775414612,0.03880461897141421,0.00047987771432834927,0.00047529107316407276,0.00046045524975807633,0.00039614716832926363,0.00025052798909623234,0.00023357389468872222,0.0001890994847673337,9.243392729839882e-05,0.000140397208125887,0.00012712771281489225,9.54895318903221e-05,4.0520392279490275e-05,0.016848218397227128,0.05687098622412235,0.0014495775580754613,0.000268882858910288,0.0,0.0
1.5,0.1672585148591408,-0.11954637841084491,6.970265741965156,0.5503246638067207,0.12292141213787286,-0.004252192307440981,7.4304475587104255,0.0,-0.5567292011215815,-0.7070174588527413,1.134195476137453,1.910826294246094,0.0656430545491591,0.10945496409565723,0.03937149915381041,0.0004908086079744091,0.0004860863876477139,0.00047081400486315356,0.00040466760508082837,0.00025587101580515245,0.00023844996941783608,0.00019281674116208654,9.40061260051585e-05,0.00014326190305633015,0.00012964507384152617,9.723982233594803e-05,4.116461977946883e-05,0.01695893144454657,0.05725244027504399,0.0014546136791547674,0.0002702466419000599,0.0,0.0
1.51,0.16836227161365047,-0.12036479563190682,6.970265741965148,0.5503246638067202,0.12292141214480953,-0.00425219230772308,7.479983863058751,0.0,-0.5602270881786517,-0.7115092564242336,1.140894882780713,1.9231038597507926,0.06662596283095179,0.11114725027796171,0.03994187457834534,0.0005019037494559213,0.0004970430144749983,0.0004813246643570946,0.0004133020811052277,0.00026128378434895087,0.0002433867877938072,0.00019657453925796584,9.55910419388739e-05,0.0001461603281094802,0.00013219007720996246,9.900613565627073e-05,4.1813228837300374e-05,0.017069644491866008,0.057633894325965634,0.0014596096720090584,0.00027161188646487085,0.0,0.0
1.52,0.1694658429517044,-0.12118352635671938,6.970265741965146,0.55032466380672,0.12292141216269287,-0.004252192307976027,7.529520167407077,0.0,-0.5637220463232876,-0.7159979969959968,1.147583111381489,1.935375017293573,0.06761562759172601,0.11285245926427213,0.04051572621077823,0.0005131642314260479,0.0005081620078496386,0.0004919881590288914,0.00042205107251672494,0.0002667665272407576,0.00024838449171772875,0.00020037287029491446,9.718862765902582e-05,0.0001490925155040236,0.00013476270972987719,0.00010078841310438773,4.246619129785907e-05,0.01718035753918545,0.05801534837688727,0.001464565856411012,0.00027297858596892117,0.0,0.0
1.53,0.17056922881530454,-0.12200257109057092,6.970265741965149,0.5503246638067202,0.12292141218913215,-0.004252192308153013,7.579056471755403,0.0,-0.5672140740446415,-0.7204836786098928,1.1542601675990436,1.947639761261518,0.06861202706867531,0.11457057387433299,0.04109303500770128,0.0005245911407681683,0.0005194444161241486,0.0005028054134846143,0.0004309150487050318,0.00027231947162686466,0.00025344321802101574,0.00020421172202681525,9.879883526567627e-05,0.0001520584942060088,0.00013736295546694667,0.00010258659461715588,4.3123478903260934e-05,0.017291070586504892,0.05839680242780892,0.00146948254959718,0.00027434673376108614,0.0,0.0
1.54,0.17167242914760045,-0.12282193033763653,6.970265741965164,0.5503246638067213,0.12292141222057576,-0.004252192308197007,7.628592776103729,0.0,-0.5707031698492452,-0.7249662993251287,1.1609260571293225,1.9598980860576294,0.06961513944151262,0.11630157679098672,0.04167378191950811,0.0005361855585385863,0.0005308912817474047,0.000513777346107826,0.00043989447234361623,0.00027794283928511606,0.0002585630984773608,0.0002080910787584344,0.00010042161641652231,0.00015505828994304515,0.00013999079576550272,0.00010440061884339599,4.3785063299008025e-05,0.017401783633824334,0.058778256478730556,0.0014743600662905291,0.00027571632317643783,0.0,0.0
1.55,0.17277544389258717,-0.12364160460142087,6.970265741965175,0.550324663806722,0.12292141226182018,-0.0042521923082743905,7.678129080452055,0.0,-0.5741893322563671,-0.7294458572134733,1.1675807856942249,1.9721499860949034,0.07062494265285742,0.11804545029246552,0.042257947769427484,0.0005479485608614482,0.0005425036422142693,0.0005249048700917792,0.00044898980025855924,0.000283636847315292,0.00026374426033981237,0.00021201092112234872,0.00010205692168850851,0.00015809192551192246,0.00014264620932059646,0.00010623042261058064,4.4450915804956714e-05,0.017512496681143772,0.0591597105296522,0.0014791987184370257,0.00027708734747410605,0.0,0.0
1.56,0.17387827299555228,-0.12446159438409041,6.970265741965176,0.5503246638067221,0.12292141231197756,-0.004252192308435057,7.727665384800381,0.0,-0.5776725598049194,-0.7339223503663846,1.17422435905742,1.9843954558052586,0.07164141467908249,0.11980217665586793,0.04284551343584171,0.0005598812174934744,0.0005542825285630386,0.0005361888918488169,0.000458201482191535,0.00028940170713609247,0.00026898682559280975,0.0002159712264921663,0.00010370470154338986,0.00016115942036819283,0.00014532917212915276,0.00010807594176562632,4.512100776179201e-05,0.017623209728463214,0.05954116458057384,0.0014839988156419915,0.0002784597999309263,0.0,0.0
1.57,0.17498091640315638,-0.1252819001863493,6.970265741965177,0.5503246638067222,0.12292141236196265,-0.004252192308553171,7.777201689148708,0.0,-0.5811528510547126,-0.7383957768963086,1.1808567830271737,1.9966344896411936,0.0726645335807392,0.12157173823220728,0.04343645988620007,0.0005719845915289099,0.0005662289650728014,0.0005476303107031735,0.0004675299605932513,0.00029523762431074536,0.0002742909108330239,0.00021997196908439258,0.00010536490650844036,0.00016426079056710663,0.0001480396575002886,0.00010993711134330112,4.5795310595892014e-05,0.017733922775782656,0.059922618631495485,0.0014887606652640455,0.000279833673858857,0.0,0.0
1.58,0.17608337406305813,-0.1261025225079902,6.970265741965178,0.5503246638067222,0.12292141240629445,-0.004252192308616637,7.826737993497034,0.0,-0.5846302045806898,-0.7428661349307369,1.1874780634430375,2.008867082068417,0.07369427727907917,0.12335411711334399,0.04403076802651868,0.000584259740521357,0.0005783439704518553,0.0005592300201785816,0.0004769756716973754,0.00030114479940229343,0.0002796566279315717,0.0002240131196733956,0.00010703748638187363,0.00016739604914115414,0.00015077763613915098,0.00011181386489910284,4.647379553425364e-05,0.017844635823102094,0.06030407268241712,0.0014934845720835435,0.00028120896252766984,0.0,0.0
