t,pM9,M3,M3_pM9,M3_T1,T1,pM9_T1,M3_pM9_T1,M9_T1_star,M9,M9_T1,M9_T1_M3,pM9_T1_M3,M3_pM9_T1_M3,Tr,Tr_pM9,Tr_pM9_T1,Tr_pM9_T1_M3
2.5100000000000002,2.915885272754776e-07,1.3228041075659072e-08,2.0159607007529063e-10,3.5677498021163504e-08,2.5684501549074653e-07,6.575038424478436e-09,1.7322550255905101e-12,1.2746720560094983e-12,1.1652694768820233e-12,5.35460555360657e-15,1.4363495592720915e-15,8.89938788923054e-10,1.5857909930493726e-13,9.92594392203367e-08,7.31224896880262e-10,8.460688177710315e-12,8.75194605314214e-13
2.52,2.9155631538592983e-07,1.3162949067587393e-08,2.0196753847960463e-10,3.573707761774567e-08,2.567564295032215e-07,6.598827556552485e-09,1.7404837093074104e-12,1.287400758413607e-12,1.1710207303078748e-12,5.4167828898100596e-15,1.4541048347483654e-15,8.950604643249904e-10,1.5968043674221378e-13,9.925653750675917e-08,7.34053175827439e-10,8.525304238663815e-12,8.840131747115686e-13
2.5300000000000002,2.915241118741962e-07,1.3098157008953108e-08,2.0233729377395462e-10,3.579635631411289e-08,2.566681504038001e-07,6.622607726814699e-09,1.7487015977977303e-12,1.3002123548972617e-12,1.1767515314193063e-12,5.4794509680960205e-15,1.4720149245587944e-15,9.001847622243172e-10,1.6078254622077355e-13,9.92536361716804e-08,7.368807984114134e-10,8.590147677612705e-12,8.928822305597874e-13
2.54,2.9149191674027677e-07,1.3033664899756223e-08,2.0270533595834053e-10,3.585533411026517e-08,2.565801781924823e-07,6.646378935265076e-09,1.7569086910614684e-12,1.3131068454604607e-12,1.1824618802163177e-12,5.54260978846445e-15,1.4900798287033767e-15,9.053116826210339e-10,1.6188542774061645e-13,9.925073521510039e-08,7.397077646321848e-10,8.65521849455698e-12,9.018017728588694e-13
2.5500000000000003,2.914597299841715e-07,1.2969472739996732e-08,2.0307166503276243e-10,3.5914011006202505e-08,2.564925128692682e-07,6.6701411819036166e-09,1.7651049890986258e-12,1.3260842301032055e-12,1.188151776698909e-12,5.606259350915352e-15,1.5082995471821139e-15,9.10441225515141e-10,1.6298908130174263e-13,9.924783463701913e-08,7.425340744897537e-10,8.720516689496647e-12,9.107718016088154e-13
2.56,2.9142755160588046e-07,1.2905580529674643e-08,2.0343628099722025e-10,3.597238700192489e-08,2.5640515443415775e-07,6.69389446673032e-09,1.7732904919092017e-12,1.339144508825495e-12,1.1938212208670799e-12,5.670399655448721e-15,1.526674079995004e-15,9.155733909066379e-10,1.640935069041519e-13,9.924493443743662e-08,7.453597279841196e-10,8.786042262431698e-12,9.197923168096245e-13
2.57,2.9139538160540357e-07,1.284198826878995e-08,2.0379918385171402e-10,3.603046209743233e-08,2.563181028871509e-07,6.717638789745187e-09,1.7814651994931965e-12,1.3522876816273296e-12,1.1994702127208308e-12,5.7350307020645605e-15,1.5452034271420488e-15,9.20708178795525e-10,1.6519870454784443e-13,9.924203461635288e-08,7.481847251152828e-10,8.85179521336214e-12,9.288633184612976e-13
2.58,2.913632199827409e-07,1.2778695957342654e-08,2.0416037359624375e-10,3.608823629272483e-08,2.5623135822824776e-07,6.741374150948218e-09,1.7896291118506105e-12,1.3655137485087097e-12,1.2050987522601616e-12,5.800152490762872e-15,1.563887588623248e-15,9.258455891818025e-10,1.663046742328202e-13,9.923913517376789e-08,7.510090658832433e-10,8.91777554228797e-12,9.379848065638344e-13
2.59,2.9133106673789233e-07,1.2715703595332757e-08,2.0451985023080943e-10,3.614570958780238e-08,2.561449204574482e-07,6.7651005503394115e-09,1.797782228981443e-12,1.3788227094696347e-12,1.2107068394850723e-12,5.865765021543651e-15,1.5827265644386006e-15,9.309856220654698e-10,1.6741141595907908e-13,9.923623610968166e-08,7.538327502880009e-10,8.983983249209184e-12,9.471567811172344e-13
2.6,2.9129892187085794e-07,1.2653011182760254e-08,2.048776137554111e-10,3.6202881982664986e-08,2.560587895747523e-07,6.788817987918769e-09,1.8059245508856946e-12,1.3922145645101052e-12,1.2162944743955628e-12,5.931868294406903e-15,1.6017203545881082e-15,9.361282774465277e-10,1.6851892972662125e-13,9.923333742409418e-08,7.566557783295559e-10,9.050418334125793e-12,9.563792421214986e-13
2.61,2.9126678538163776e-07,1.2590618719625152e-08,2.0523366417004868e-10,3.625975347731265e-08,2.5597296558016007e-07,6.81252646368629e-09,1.8140560775633649e-12,1.4056893136301204e-12,1.2218616569916332e-12,5.998462309352623e-15,1.6208689590717691e-15,9.412735553249753e-10,1.6962721553544655e-13,9.923043911700547e-08,7.59478150007908e-10,9.117080797037785e-12,9.656521895766261e-13
2.62,2.912346572702318e-07,1.2528526205927444e-08,2.0558800147472222e-10,3.631632407174537e-08,2.558874484736714e-07,6.836225977641974e-09,1.8221768090144544e-12,1.419246956829681e-12,1.2274083872732836e-12,6.065547066380815e-15,1.6401723778895846e-15,9.464214557008134e-10,1.707362733855551e-13,9.92275411884155e-08,7.622998653230575e-10,9.183970637945168e-12,9.749756234826174e-13
2.63,2.9120253753663995e-07,1.2466733641667138e-08,2.0594062566943172e-10,3.637259376596314e-08,2.558022382552865e-07,6.8599165297858215e-09,1.830286745238962e-12,1.4328874941087863e-12,1.2329346652405137e-12,6.133122565491474e-15,1.6596306110415538e-15,9.515719785740411e-10,1.718461032769468e-13,9.92246436383243e-08,7.65120924275004e-10,9.251087856847937e-12,9.84349543839472e-13
2.64,2.9117042618086233e-07,1.2405241026844226e-08,2.0629153675417717e-10,3.642856255996597e-08,2.557173349250051e-07,6.883598120117833e-09,1.8383858862368894e-12,1.4466109254674376e-12,1.2384404908933239e-12,6.201188806684606e-15,1.6792436585276777e-15,9.567251239446596e-10,1.7295670520962173e-13,9.922174646673185e-08,7.67941326863748e-10,9.318432453746096e-12,9.937739506471904e-13
2.65,2.9113832320289886e-07,1.2344048361458716e-08,2.0664073472895854e-10,3.6484230453753854e-08,2.5563273848282747e-07,6.907270748638007e-09,1.8464742320082348e-12,1.460417250905633e-12,1.2439258642317137e-12,6.269745789960204e-15,1.6990115203479548e-15,9.618808918126677e-10,1.7406807918357983e-13,9.921884967363815e-08,7.70761073089289e-10,9.38600442863964e-12,1.0032488439057722e-12
2.66,2.911062286027496e-07,1.2283155645510599e-08,2.0698821959377593e-10,3.653959744732679e-08,2.5554844892875343e-07,6.930934415346344e-09,1.8545517825529997e-12,1.4743064704233745e-12,1.2493907852556835e-12,6.338793515318277e-15,1.718934196502387e-15,9.670392821780663e-10,1.7518022519882117e-13,9.921595325904321e-08,7.735801629516274e-10,9.453803781528576e-12,1.0127742236152182e-12
2.67,2.910741423804145e-07,1.2222562878999882e-08,2.073339913486292e-10,3.659466354068479e-08,2.55464466262783e-07,6.954589120242846e-09,1.862618537871183e-12,1.4882785840206602e-12,1.254835253965233e-12,6.4083319827588156e-15,1.739011686990972e-15,9.722002950408548e-10,1.7629314325534566e-13,9.921305722294704e-08,7.763985964507629e-10,9.521830512412898e-12,1.0223500897755274e-12
2.68,2.9104206453589357e-07,1.216227006192656e-08,2.0767804999351847e-10,3.664942873382784e-08,2.5538079048491626e-07,6.97823486332751e-09,1.8706744979627853e-12,1.5023335916974918e-12,1.2602592703603626e-12,6.478361192281827e-15,1.7592439918137123e-15,9.773639304010337e-10,1.774068333531534e-13,9.921016156534961e-08,7.792163735866957e-10,9.59008462129261e-12,1.0319764423867003e-12
2.69,2.910099950691868e-07,1.210227719429064e-08,2.0802039552844366e-10,3.6703893026755936e-08,2.552974215951531e-07,7.001871644600338e-09,1.8787196628278064e-12,1.5164714934538679e-12,1.2656628344410719e-12,6.548881143887306e-15,1.7796311109706057e-15,9.825301882586024e-10,1.7852129549224426e-13,9.920726628625094e-08,7.820334943594256e-10,9.658566108167706e-12,1.0416532814487366e-12
2.7,2.9097793398029425e-07,1.2042584276092113e-08,2.0836102795340483e-10,3.67580564194691e-08,2.5521435959349365e-07,7.02549946406133e-09,1.8867540324662466e-12,1.5306922892897898e-12,1.2710459462073611e-12,6.619891837575259e-15,1.800173044461654e-15,9.876990686135615e-10,1.7963652967261842e-13,9.920437138565103e-08,7.84849958768953e-10,9.727274973038195e-12,1.0513806069616371e-12
2.71,2.9094588126921585e-07,1.1983191307330988e-08,2.0869994726840195e-10,3.681191891196731e-08,2.5513160447993785e-07,7.049118321710484e-09,1.8947776068781057e-12,1.5449959792052563e-12,1.2764086056592303e-12,6.691393273345678e-15,1.820869792286856e-15,9.928705714659106e-10,1.8075253589427569e-13,9.920147686354989e-08,7.876657668152774e-10,9.796211215904069e-12,1.0611584189254006e-12
2.72,2.9091383693595165e-07,1.1924098288007257e-08,2.09037153473435e-10,3.6865480504250586e-08,2.5504915625448566e-07,7.072728217547802e-09,1.9027903860633836e-12,1.5593825632002684e-12,1.2817508127966793e-12,6.763385451198569e-15,1.8417213544462126e-15,9.9804469681565e-10,1.8186931415721621e-13,9.919858271994748e-08,7.904809184983992e-10,9.865374836765333e-12,1.0709867173400282e-12
2.73,2.908818009805016e-07,1.1865305218120925e-08,2.09372646568504e-10,3.6918741196318905e-08,2.5496701491713713e-07,7.096329151573284e-09,1.91079237002208e-12,1.573852041274825e-12,1.2870725676197081e-12,6.835868371133928e-15,1.8627277309397225e-15,1.0032214446627792e-09,1.8298686446143988e-13,9.919568895484385e-08,7.93295413818318e-10,9.934765835621983e-12,1.080865502205519e-12
2.74,2.9084977340286577e-07,1.180681209767199e-08,2.09706426553609e-10,3.6971700988172286e-08,2.548851804678922e-07,7.119921123786929e-09,1.9187835587541955e-12,1.5884044134289276e-12,1.2923738701283168e-12,6.9088420331517605e-15,1.8838889217673874e-15,1.008400815007299e-09,1.841051868069468e-13,9.919279556823895e-08,7.961092527750343e-10,1.0004384212474024e-11,1.0907947735218739e-12
2.75,2.908177542030441e-07,1.1748618926660454e-08,2.100384934287499e-10,3.702435987981072e-08,2.5480365290675093e-07,7.143504134188736e-09,1.92676395225973e-12,1.6030396796625744e-12,1.2976547203225054e-12,6.982306437252059e-15,1.9052049269292053e-15,1.0135828078492084e-09,1.8522428119373687e-13,9.918990256013283e-08,7.989224353685476e-10,1.007422996732145e-11,1.100774531289092e-12
2.7600000000000002,2.907857433810366e-07,1.1690725705086314e-08,2.1036884719392676e-10,3.707671787123421e-08,2.5472243223371336e-07,7.167078182778709e-09,1.934733550538683e-12,1.617757839975767e-12,1.3029151182022738e-12,7.056261583434831e-15,1.926675746425178e-15,1.0187674231885086e-09,1.863441476218102e-13,9.918700993052545e-08,8.017349615988583e-10,1.0144303100164266e-11,1.110804775507174e-12
2.77,2.9075374093684326e-07,1.1633132432949573e-08,2.1069748784913958e-10,3.7128774962442757e-08,2.5464151844877935e-07,7.1906432695568436e-09,1.942692353591055e-12,1.6325588943685041e-12,1.3081550637676221e-12,7.13070747170007e-15,1.9483013802553045e-15,1.0239546610251984e-09,1.8746478609116665e-13,9.918411767941684e-08,8.045468314659661e-10,1.021460361100247e-11,1.1208855061761193e-12
2.7800000000000002,2.9072174687046413e-07,1.1575839110250227e-08,2.1102441539438838e-10,3.718053115343636e-08,2.54560911551949e-07,7.214199394523142e-09,1.9506403614168462e-12,1.647442842840787e-12,1.3133745570185504e-12,7.205644102047782e-15,1.9700818284195857e-15,1.0291445213592785e-09,1.8858619660180637e-13,9.918122580680698e-08,8.073580449698714e-10,1.0285131499836063e-11,1.1310167232959287e-12
2.79,2.9068976118189916e-07,1.1518845736988284e-08,2.1134962982967307e-10,3.723198644421501e-08,2.544806115432223e-07,7.237746557677604e-09,1.958577574016056e-12,1.6624096853926146e-12,1.3185735979550582e-12,7.28107147447796e-15,1.9920170909180196e-15,1.0343370041907487e-09,1.8970837915372923e-13,9.917833431269588e-08,8.101686021105736e-10,1.035588676666504e-11,1.1411984268666012e-12
2.8000000000000003,2.906577838711484e-07,1.1462152313163733e-08,2.1167313115499378e-10,3.7283140834778725e-08,2.544006184225993e-07,7.2612847590202295e-09,1.9665039913886843e-12,1.6774594220239878e-12,1.3237521865771463e-12,7.356989588990614e-15,2.0141071677506093e-15,1.0395321095196092e-09,1.9083133374693535e-13,9.917544319708354e-08,8.129785028880732e-10,1.042686941148941e-11,1.1514306168881378e-12
2.81,2.906258149382118e-07,1.1405758838776582e-08,2.1199491937035038e-10,3.733399432512749e-08,2.5432093219007987e-07,7.284813998551018e-09,1.974419613534732e-12,1.6925920527349056e-12,1.328910322884814e-12,7.433398445585732e-15,2.036352058917352e-15,1.0447298373458596e-09,1.919550603814246e-13,9.917255245996995e-08,8.1578774730237e-10,1.0498079434309165e-11,1.1617132933605375e-12
2.82,2.9059385438308935e-07,1.134966531382683e-08,2.1231499447574297e-10,3.7384546915261307e-08,2.5424155284566414e-07,7.308334276269969e-09,1.982324440454198e-12,1.7078075775253683e-12,1.3340480068780615e-12,7.510298044263321e-15,2.0587517644182485e-15,1.0499301876695002e-09,1.9307955905719707e-13,9.916966210135511e-08,8.18596335353464e-10,1.0569516835124308e-11,1.172046456283801e-12
2.83,2.9056190220578114e-07,1.1293871738314472e-08,2.126333564711715e-10,3.7434798605180185e-08,2.54162480389352e-07,7.3318455921770844e-09,1.9902184721470835e-12,1.723105996395377e-12,1.3391652385568891e-12,7.587688385023383e-15,2.0813062842533e-15,1.055133160490531e-09,1.9420482977425277e-13,9.916677212123904e-08,8.214042670413552e-10,1.0641181613934842e-11,1.1824301056579282e-12
2.84,2.905299584062871e-07,1.1238378112239516e-08,2.1295000535663597e-10,3.748474939488411e-08,2.540837148211435e-07,7.355347946272363e-09,1.998101708613387e-12,1.73848730934493e-12,1.3442620179212964e-12,7.665569467865912e-15,2.1040156184225044e-15,1.0603387558089518e-09,1.953308725325916e-13,9.916388251962171e-08,8.242115423660438e-10,1.071307377074076e-11,1.192864241482919e-12
2.85,2.904980229846072e-07,1.1183184435601954e-08,2.1326494113213641e-10,3.75343992843731e-08,2.540052561410387e-07,7.378841338555806e-09,2.00597414985311e-12,1.753951516374029e-12,1.349338344971284e-12,7.743941292790913e-15,2.1268797669258647e-15,1.0655469736247632e-09,1.9645768733221373e-13,9.916099329650315e-08,8.270181613275295e-10,1.0785193305542071e-11,1.2033488637587737e-12
2.86,2.904660959407415e-07,1.1128290708401791e-08,2.135781637976728e-10,3.758374827364714e-08,2.5392710434903753e-07,7.402325769027411e-09,2.013835795866252e-12,1.7694986174826724e-12,1.354394219706851e-12,7.822803859798381e-15,2.149898729763377e-15,1.0707578139379642e-09,1.9758527417311897e-13,9.915810445188336e-08,8.298241239258124e-10,1.0857540218338766e-11,1.2138839724854914e-12
2.87,2.9043417727469e-07,1.1073696930639024e-08,2.1388967335324516e-10,3.7632796362706236e-08,2.5384925944514e-07,7.42580123768718e-09,2.0216866466528126e-12,1.7851286126708614e-12,1.359429642127998e-12,7.902157168888324e-15,2.1730725069350454e-15,1.0759712767485557e-09,1.9871363305530747e-13,9.91552159857623e-08,8.326294301608927e-10,1.0930114509130852e-11,1.2244695676630735e-12
2.88,2.9040226698645263e-07,1.1019403102313658e-08,2.1419946979885344e-10,3.768154355155039e-08,2.5377172142934604e-07,7.449267744535112e-09,2.029526702212792e-12,1.800841501938595e-12,1.3644446122347247e-12,7.982001220060733e-15,2.1964010984408663e-15,1.0811873620565372e-09,1.998427639787791e-13,9.915232789814001e-08,8.354340800327701e-10,1.1002916177918324e-11,1.2351056492915185e-12
2.89,2.9037036507602944e-07,1.0965409223425686e-08,2.145075531344977e-10,3.77299898401796e-08,2.536944903016558e-07,7.472725289571208e-09,2.0373559625461907e-12,1.8166372852858745e-12,1.3694391300270316e-12,8.062336013315615e-15,2.2198845042808425e-15,1.0864060698619089e-09,2.00972666943534e-13,9.914944018901647e-08,8.382380735414448e-10,1.1075945224701186e-11,1.2457922173708277e-12
2.9,2.9033847154342045e-07,1.0911715293975113e-08,2.1481392336017789e-10,3.777813522859386e-08,2.536175660620692e-07,7.496173872795466e-09,2.0451744276530073e-12,1.832515962712698e-12,1.374413195504918e-12,8.143161548652964e-15,2.2435227244549718e-15,1.0916274001646704e-09,2.0210334194957203e-13,9.91465528583917e-08,8.410414106869166e-10,1.1149201649479433e-11,1.2565292719010002e-12
2.91,2.9030658638862567e-07,1.0858321313961937e-08,2.1511858047589403e-10,3.7825979716793175e-08,2.535409487105862e-07,7.51961349420789e-09,2.0529820975332436e-12,1.848477534219068e-12,1.3793668086683847e-12,8.224477826072786e-15,2.267315758963256e-15,1.0968513529648225e-09,2.0323478899689333e-13,9.914366590626566e-08,8.438440914691859e-10,1.1222685452253072e-11,1.2673168128820366e-12
2.92,2.9027470961164503e-07,1.0805227283386161e-08,2.1542152448164612e-10,3.7873523304777545e-08,2.5346463824720687e-07,7.543044153808475e-09,2.0607789721868983e-12,1.8645219998049822e-12,1.3842999695174308e-12,8.306284845575074e-15,2.2912636078056937e-15,1.1020779282623645e-09,2.0436700808549775e-13,9.91407793326384e-08,8.466461158882521e-10,1.1296396633022097e-11,1.278154840313936e-12
2.93,2.9024284121247855e-07,1.0752433202247779e-08,2.157227553774342e-10,3.7920765992546974e-08,2.5338863467193116e-07,7.566465851597225e-09,2.0685650516139723e-12,1.8806493594704422e-12,1.3892126780520572e-12,8.388582607159836e-15,2.315366270982286e-15,1.1073071260572968e-09,2.0549999921538545e-13,9.913789313750989e-08,8.494474839441158e-10,1.1370335191786512e-11,1.2890433541966999e-12
2.94,2.902109811911263e-07,1.0699939070546797e-08,2.160222731632582e-10,3.796770778010146e-08,2.533129379847591e-07,7.589878587574137e-09,2.0763403358144646e-12,1.8968596132154464e-12,1.3941049342722632e-12,8.471371110827065e-15,2.3396237484930316e-15,1.112538946349619e-09,2.0663376238655627e-13,9.913500732088013e-08,8.522481956367766e-10,1.1444501128546312e-11,1.2999823545303267e-12
2.95,2.901791295475882e-07,1.0647744888283212e-08,2.1632007783911814e-10,3.8014348667440996e-08,2.532375481856907e-07,7.613282361739215e-09,2.084104824788376e-12,1.913152761039997e-12,1.3989767381780493e-12,8.554650356576768e-15,2.3640360403379322e-15,1.1177733891393316e-09,2.0776829759901036e-13,9.913212188274914e-08,8.550482509662347e-10,1.1518894443301504e-11,1.3109718413148177e-12
2.96,2.901472862818643e-07,1.0595850655457025e-08,2.1661616940501405e-10,3.806068865456559e-08,2.5316246527472594e-07,7.636677174092452e-09,2.0918585185357066e-12,1.9295288029440916e-12,1.4038280897694148e-12,8.638420344408936e-15,2.3886031465169863e-15,1.1230104544264339e-09,2.089036048527476e-13,9.91292368231169e-08,8.578476499324899e-10,1.1593515136052081e-11,1.3220118145501718e-12
2.97,2.901154513939545e-07,1.0544256372068234e-08,2.169105478609459e-10,3.810672774147523e-08,2.530876892518648e-07,7.660063024633856e-09,2.099601417056456e-12,1.945987738927732e-12,1.4086589890463606e-12,8.722681074323578e-15,2.413325067030195e-15,1.1282501422109267e-09,2.1003968414776805e-13,9.912635214198341e-08,8.606463925355425e-10,1.1668363206798047e-11,1.3331022742363899e-12
