t,EGF,R,Ra,R2,RP,R_PL,R_PLP,R_G,R_G_S,R_Sh,R_ShP,R_Sh_G,R_Sh_G_S,G_S,ShP,Sh_G,Sh_G_S,PLC_gamma,PLC_gamma_P,PLC_gamma_P_I,Grb,Shc,SOS
3.0700000000000003,581.3383467503545,1.3383467503534414,22.50312910291508,13.973949860365053,0.7846148525964566,3.659219422030982,4.270813811432971,0.29180279847071977,0.118496891535197,1.5066633344657212,10.805896453216778,2.045877819661504,0.6219268295903257,0.7838508232320842,3.4722145605753894,0.7450553672495406,0.5574277481137238,95.79891241293471,0.7186093609860404,0.5524449926153502,79.83556172214698,130.24493788712695,31.918297707528662
3.08,581.32857425351,1.328574253509043,22.439822810573894,13.940508739804152,0.7843609186305913,3.662512780569257,4.292470721177814,0.29267398085360574,0.11935010136180847,1.5056765880244039,10.832989088245617,2.0571718602175406,0.6280866890737103,0.7858847395737453,3.496867442488184,0.7519935444460337,0.5649962501062786,95.76122279416394,0.7243009569557556,0.5594927471332991,79.79984283436735,130.16221853739816,31.90168221988445
3.09,581.3189335496471,1.3189335496460473,22.37688448710236,13.907129577445271,0.7841050637675588,3.66574542770865,4.314084793136267,0.2935415034419054,0.12020489112527546,1.504683159417501,10.859882349349736,2.0684425724998845,0.634271643733713,0.7879171408205496,3.5215536072728026,0.7589559828055265,0.572628004857707,95.7235726364735,0.7300018012159413,0.5665953414657067,79.76403826071551,130.07958268006306,31.88497831946275
3.1,581.3094225665325,1.3094225665314105,22.314311458208312,13.873813954657042,0.7838473598449442,3.6689179884678844,4.335655574111133,0.29440538016446743,0.12106124210813012,1.5036832403147118,10.886577111828323,2.079689625016059,0.6404815111174117,0.7899480733489663,3.546272501685885,0.765942503611501,0.5803231053603375,95.68596189820515,0.7357116885961348,0.5737528506197569,79.7281485592732,129.9970304010657,31.86818606806515
3.11,581.3000392686679,1.3000392686667048,22.252101069829052,13.840563413950957,0.7835878774375086,3.6720310844529966,4.357182618925261,0.29526562509562226,0.12191913565315579,1.502677018927025,10.91307425693113,2.0909126915846157,0.6467161077938156,0.7919775836447789,3.5710235766573017,0.7729529283727157,0.5880816415582689,95.64839053449583,0.7414304146220636,0.5809653475039139,79.69217428629709,129.91456177817506,31.851305531349976
3.12,581.2907816521505,1.2907816521492965,22.19025068746824,13.807379464144667,0.7833266859127267,3.675085333599678,4.3786654898926685,0.29612225242235274,0.12277855316838002,1.501664680477567,10.939374669922495,2.1021114510888363,0.6529752495618255,0.7940057182559693,3.5958062872804617,0.779987079016778,0.5959037004190084,95.61085849786652,0.7471577756453278,0.5882329029958688,79.65611599606692,129.83217688223294,31.83433677859481
3.13,581.2816477482543,1.2816477482531259,22.128757696666078,13.774263576754565,0.7830638534071905,3.6780813503472416,4.400103757189826,0.2969752764670481,0.12363947612360487,1.5006464068641878,10.965479241431593,2.113285587650379,0.6592587513047278,0.796032523825705,3.6206200928204817,0.7870447777552769,0.6037893658825274,95.57336573781525,0.752893568753178,0.5955555858945601,79.6199742409908,129.74987577629074,31.81727988286343
3.14,581.2726356208452,1.2726356208440563,22.067619502640287,13.741217188599933,0.7827994468758185,3.681019745510609,4.421496998582315,0.29782471167076535,0.12450188605288874,1.499622376885713,10.991388866483698,2.1244347904995937,0.6655664270964614,0.7980580470682195,3.645464456705169,0.7941258471810915,0.6117387189002078,95.53591220111765,0.758637591833312,0.60293346295617,79.58374957153084,129.667658516248,31.80013492088222
3.15,581.2637433629677,1.2637433629665638,22.006833529723686,13.708241705257155,0.782533532259977,3.6839011261098724,4.442844799038982,0.2986705725700778,0.12536576455772055,1.4985927664870562,11.017104443241982,2.1355587537843785,0.6718980903476428,0.8000823347355274,3.6703388464988578,0.8012301103967077,0.6197518374962294,95.49849783224536,0.7643896436579574,0.6103665989478902,79.54744253611179,129.58552515174708,31.782901972862877
3.16,581.2549691021536,1.2549691021524398,21.946397222214863,13.675338495691529,0.7822661742541026,3.6867260956349965,4.464146751325267,0.29951287383279734,0.1262310933020548,1.4975577483633713,11.042626874970143,2.1466571768620484,0.6782535535800038,0.8021054336688023,3.695242733939218,0.8083573908145966,0.6278287966748071,95.46112257272111,0.7701495237526924,0.6178550565659978,79.51105368126495,129.50347572479575,31.76558112277433
3.17,581.2463109982971,1.246310998295934,21.88630804406063,13.642508894402015,0.7819974363723479,3.6894952539402253,4.485402455772166,0.3003516302439476,0.12709785401432525,1.4965174921324265,11.067957069241364,2.157729764187668,0.6846326285151967,0.8041273907781832,3.7201755949262116,0.815507512237161,0.6359696684547329,95.4237863613713,0.7759170324493361,0.6253988964670266,79.47458355156886,129.42151027030516,31.74817245823756
3.18,581.2377672424027,1.23776724240156,21.826563478675563,13.609754202683982,0.7817273809800052,3.6922091971819584,4.506611520141974,0.30118685669757794,0.12796602848863992,1.4954721644402682,11.093095937470538,2.168776225249762,0.6910351261266967,0.8061482530309851,3.7451369095166793,0.8226802989038674,0.644174521888979,95.38648913447322,0.7816919709172323,0.6329981772856668,79.43803268961356,129.33962881640315,31.730676070464696
3.19,581.2293360557717,1.2293360557705206,21.767161028820887,13.577075689451798,0.7814560693135866,3.694868517780379,4.527773559538865,0.3020185681914403,0.12883559858554644,1.4944219290307341,11.11804439461114,2.1797962745267774,0.6974608566739952,0.8081680674439087,3.7701261619195607,0.829875575521739,0.6524434230783932,95.34923082585046,0.7874741411834021,0.6406529556469527,79.40140163597827,129.25783138463757,31.713092054218155
3.2,581.2210156871722,1.2210156871711084,21.708098215881563,13.544474594191076,0.7811835617696791,3.6974738043366924,4.5488881959839444,0.30284677980606267,0.12970654623418335,1.493366946891663,11.142803358169353,2.190789631244068,0.7039096298469082,0.8101868810493097,3.7951428404140217,0.8370931673676621,0.6607764352674457,95.312011367247,0.7932633461947727,0.6483632862376385,79.36469092918443,129.1761179907988,31.69542050760215
3.21,581.2128044137692,1.2128044137680203,21.649372580265357,13.511952125940129,0.7809099176926613,3.7000256416331276,4.569955058615908,0.3036715067129164,0.13057885343184775,1.4923073762581012,11.167373748491201,2.2017560195028087,0.7103812547045751,0.8122047409098367,3.8201864374113317,0.8443329002568014,0.6691736187869965,95.27483068818184,0.7990593898019582,0.6561292217672217,79.3279011056943,129.0944886445881,31.67766153216674
3.22,581.2047005408575,1.2047005408564382,21.590981681445136,13.479509463534002,0.7806351953217683,3.7025246106066247,4.590973783692778,0.30449276417333293,0.1314525022443849,1.491243372660978,11.191756488644906,2.2126951682906593,0.716875539679743,0.8142216941176901,3.845256449471049,0.8515946005535918,0.6776350310457112,95.2376887159686,0.8048620767679877,0.663950812964058,79.29103269989496,129.01294334965328,31.659815232912468
3.23,581.1967024004495,1.1967024004482973,21.53292309765859,13.447147757061066,0.7803594518911835,3.7049712882972465,4.611944014402598,0.3053105675285358,0.13232747480736604,1.4901750890194525,11.215952503914501,2.223606811378834,0.7233922926457392,0.8162377877791087,3.870352377273284,0.8588780952236097,0.6861607265681806,95.20058537589405,0.8106712128009819,0.6718281086051678,79.2540862440687,128.93148210397632,31.641881718199603
3.24,581.1888083504626,1.1888083504615594,21.475194425787922,13.414868128682565,0.7800827436497383,3.70736624780987,4.632865400774493,0.3061249321943401,0.13320375332685228,1.4891026757103152,11.239962721497685,2.234490687278855,0.729931320950512,0.818253069006619,3.8954737256140444,0.8661832118639696,0.6947507570085075,95.16352059131309,0.8164866045742512,0.679761155528346,79.21706226837041,128.85010490007605,31.623861099707508
3.25,581.1810167795038,1.1810167795026816,21.41779328155175,13.382671668034527,0.7798051258793834,3.7097100586397382,4.653737600053055,0.3069358736906477,0.13408132007422482,1.4880262801116382,11.263788072361256,2.245346539379887,0.7364924312483947,0.8202675849564723,3.92062000334707,0.873509778519938,0.7034051711318444,95.12649428311144,0.822308059596758,0.6877499985990486,79.17996130099866,128.7688117238999,31.60575349258906
3.2600000000000002,581.1733261078576,1.173326107856517,21.360717299485287,13.35055943130319,0.7795266529144939,3.7120032867512904,4.674560276758562,0.30774340764734887,0.1349601573850389,1.4869460465029207,11.287429491633567,2.2561741159636273,0.7430754294690282,0.8222813828354426,3.9457907233619616,0.880857623646509,0.712124014817664,95.0895063695972,0.8281353861850437,0.6957946807079469,79.14278386823541,128.68760255460464,31.587559015492822
3.27,581.1657347772018,1.1657347772006772,21.303964132291217,13.318532451222186,0.7792473781636449,3.714246493923465,4.695333101813157,0.30854754974007703,0.13584024766983793,1.4858621170251265,11.310887914647358,2.26697316985512,0.7496801211940503,0.8242945098165175,3.970985402670117,0.8882265765009384,0.7209073311276202,95.052556767667,0.833968393736796,0.703895242859627,79.1055304940959,128.6064773669796,31.56927779019197
3.2800000000000002,581.1582412546572,1.1582412546561687,21.24753145099069,13.286591733183286,0.7789673541282451,3.7164402380276442,4.716055752854608,0.3093483157151515,0.13672157340976077,1.4847746312931247,11.334164278512919,2.27774345853647,0.7563063115153299,0.8263070130704259,3.9962035623535868,0.8956164669873348,0.7297551602912844,95.01564539235149,0.8398068926208954,0.7120517241453996,79.0682017004743,128.52543613050986,31.550909941713194
3.29,581.15084403229,1.1508440322889095,21.191416944820485,13.254738255753539,0.7786866324221672,3.7185850730096557,4.736727914173236,0.31014572138621915,0.13760411715697377,1.4836837264357428,11.357259521936358,2.2884847441136698,0.7629538050577116,0.828318939760407,4.021444727557414,0.903027125675117,0.7386675397179371,94.97877215687511,0.8456506941891541,0.7202641617528796,79.03079800713203,128.44447880950597,31.532455598306967
3.3000000000000003,581.1435416271355,1.1435416271344663,21.135618321132128,13.222972970717366,0.7784052637324965,3.7206815489372858,4.757349276671299,0.31093978263465716,0.13848786153441797,1.4825895371238342,11.380174585245214,2.2991967932833055,0.7696224059867937,0.8303303370400902,4.0467084274644245,0.9104583837949587,0.7476445040157184,94.94193697264262,0.8514996107715728,0.7285325909772491,78.99331993171013,128.36360536308567,31.513914891422978
3.31,581.1363325825442,1.1363325825431994,21.080133305299658,13.191296801915874,0.7781232976392385,3.7227302122090604,4.777919537881742,0.31173051541939906,0.13937278923384253,1.481492195563326,11.402910410936496,2.309879377301149,0.776311917978412,0.83234125205936,4.071994195227265,0.9179100731782227,0.7566860850279986,94.90513974904293,0.8573534556303044,0.7368570452359915,78.95576798980169,128.28281574478706,31.495287955700384
3.3200000000000003,581.1292154647681,1.1292154647669943,21.024959640596375,13.159710648420798,0.7778407829433077,3.724731605181844,4.798438401773013,0.31251793575279846,0.1402588830200127,1.480391831614477,11.425467942341953,2.3205322719439643,0.783022144326114,0.834351731941438,4.097301568054445,0.9253820264000298,0.7657923118076765,94.86838039391166,0.8632120430624154,0.7452375560711039,78.91814269480804,128.20210990351126,31.476574928904757
3.33,581.1221888633711,1.1221888633699912,20.970095088096517,13.12821538422504,0.7775577675860477,3.726686266265492,4.818905578725794,0.31330205970378605,0.14114612572995577,1.4792885728097096,11.447848123806386,2.331155257476763,0.7897528879377388,0.8363618237830949,4.122630087172622,0.9328740767586794,0.7749632106413584,94.8316588134643,0.869075188383069,0.7536741531613713,78.88044455796869,128.12148778339667,31.45777595190785
3.34,581.1152513909302,1.1152513909291677,20.915537426572275,13.096811858580036,0.7772742986446046,3.728594729930771,4.839320785477824,0.31408290339595835,0.14203450027312894,1.4781825443902763,11.470051900584997,2.341748118619054,0.7965039513525948,0.8383715746505692,4.14797929781187,0.9403860582854665,0.7841988050642805,94.79497491232775,0.8749427079309166,0.7621668643327765,78.84267408835902,128.0409493238914,31.438891168659424
3.35,581.1084016826585,1.1084016826573633,20.86128445238371,13.065500896410974,0.7769904223196329,3.7304575267137037,4.859683745063004,0.31486048300527636,0.14292398963166839,1.477073869355322,11.492080218709471,2.352310644509173,0.8032751367612054,0.8403810315749239,4.1733487491919234,0.9479178057573245,0.7934991158755061,94.75832859357844,0.8808144190754179,0.7707157155694664,78.804831792885,127.96049445983999,31.419920726156693
3.36,581.1016383972972,1.1016383972960355,20.807333979275644,13.03428329768416,0.7767061835442668,3.7322751834648673,4.879994186773952,0.31563481476932786,0.1438145768587068,1.4759626686347984,11.513934025347954,2.3628426286429547,0.8100662459931414,0.8423902415536876,4.198737994443997,0.9554691546477088,0.8028641611893844,94.7217197585446,0.8866901401768986,0.7793207310397173,78.76691817634516,127.88012312109997,31.400864774405076
3.37,581.0949602153381,1.0949602153369598,20.753683838370165,13.003159838978636,0.7764216263898068,3.7340482230833985,4.900251846075257,0.31640591497226517,0.14470624508075536,1.4748490610018394,11.535614268126071,2.373343868866387,0.8168770805719897,0.8443992515392754,4.224146590668136,0.9630399412074057,0.8122939564107339,94.685148307105,0.8925696906460303,0.7879819330903531,78.72893374135126,127.79983523314735,31.381723466397244
3.38,581.0883658385228,1.0883658385216266,20.70033187806557,12.972131274003422,0.7761367940903002,3.7357771644974838,4.920456464540307,0.31717379994137807,0.14559897749814096,1.4737331631097683,11.557121894944927,2.383814167342437,0.8237074417382062,0.8464081084337337,4.249574098925737,0.9706300024831892,0.8217885142465089,94.64861413775024,0.8984528909557511,0.7966993422562498,78.69087898831647,127.71963071720914,31.36249695808341
3.39,581.0818539897234,1.0818539897222952,20.64727596390735,12.94119833379976,0.7758517289532793,3.737462522718486,4.940607789795174,0.3179384860471431,0.14649275738486353,1.4726150895663275,11.578457853947562,2.3942533305101725,0.8305571304623786,0.8484168590853743,4.275020084212705,0.9782391763179178,0.8313478447283703,94.61211714757303,0.9043395626389822,0.8054729772743551,78.65275441546385,127.63950949025448,31.34318540833901
3.4,581.0754233994347,1.0754233994336202,20.59451397457177,12.910361741264,0.7755664731888694,3.7391048086920984,4.960705573361128,0.31869998960907076,0.14738756809763454,1.4714949539283526,11.599623088885862,2.4046611678207666,0.8374259481494917,0.8504255501238485,4.300484114977052,0.9858673018092634,0.8409719557453761,94.57565723392054,0.9102295285554071,0.8143028554708518,78.61456051864462,127.55947146868374,31.323788977883645
