t,MT1,MT1cat,MT1T2,MT1T2M2P,M2P,M2,M2T2,M2T2star,M2C1,C1,C1dmt1,C1dm2,T2
2.58,7.349853639241892e-08,5.1912524644071655e-11,2.6171014510802396e-08,2.784801638985458e-10,4.972146342786541e-08,-4.6279791356279505e-10,2.873618884094247e-09,-2.4107952806862953e-09,3.0721570777004763e-14,9.998521778954902e-07,1.4779138611889287e-10,-3.1798869597587813e-18,2.3087625313655064e-08
2.59,7.34420553488534e-08,5.206315456003105e-11,2.6225525401707486e-08,2.8029911799113875e-10,4.971964390512094e-08,-4.847066344802646e-10,3.0096421802531116e-09,-2.5249107361942025e-09,3.217064938654901e-14,9.998516782733394e-07,1.4828955935122125e-10,-3.34010614042098e-18,2.3009387059354542e-08
2.6,7.338550516815604e-08,5.2213834182785354e-11,2.628010671224518e-08,2.821167333016784e-10,4.971782571458402e-08,-5.103719733921348e-10,3.168988303841733e-09,-2.658592642687088e-09,3.386788028402629e-14,9.998511783210396e-07,1.487878146085533e-10,-3.528495846140711e-18,2.29273233411842e-08
2.61,7.332892591396971e-08,5.2364507890480096e-11,2.633471745071476e-08,2.839339941659161e-10,4.971600787257497e-08,-5.411241866723584e-10,3.3599165526961487e-09,-2.81877013016439e-09,3.590115487272723e-14,9.99850678042841e-07,1.4928605975930376e-10,-3.755159051494031e-18,2.2840143999328453e-08
2.62,7.327246420327574e-08,5.2514972129274167e-11,2.6389207603812713e-08,2.857545028607845e-10,4.971418677921774e-08,-5.818314830011558e-10,3.6126526684141496e-09,-3.03080105555514e-09,3.859212069427922e-14,9.998501774542978e-07,1.4978395763855373e-10,-4.057068620877774e-18,2.2743127562546018e-08
2.63,7.321613354233311e-08,5.26652081479228e-11,2.6443563352413082e-08,2.8757859122564357e-10,4.971236210289413e-08,-6.32942318530996e-10,3.929981026250138e-09,-3.297021367808994e-09,4.19704077067314e-14,9.99849676556843e-07,1.5028147718689457e-10,-4.437630470020356e-18,2.263583909203991e-08
2.64,7.315993393114185e-08,5.2815215946426015e-11,2.6497784696515868e-08,2.8940625926049347e-10,4.971053384360416e-08,-6.944566932618834e-10,4.311901626204143e-09,-3.617431066925976e-09,4.603601591008409e-14,9.998491753504765e-07,1.5077861840432633e-10,-4.89684459892181e-18,2.2518278587810127e-08
2.65,7.310386536970195e-08,5.296499552478379e-11,2.655187163612107e-08,2.9123750696533396e-10,4.970870200134781e-08,-7.663746071938127e-10,4.75841446827613e-09,-3.992030152906056e-09,5.078894530433691e-14,9.998486738351984e-07,1.51275381290849e-10,-5.4347110075820966e-18,2.2390446049856674e-08
2.66,7.30479278580134e-08,5.311454688299615e-11,2.660582417122869e-08,2.930723343401653e-10,4.9706866576125096e-08,-8.486960603267902e-10,5.269519552466138e-09,-4.4208186257492685e-09,5.6229195889490297e-14,9.998481720110089e-07,1.5177176584646254e-10,-6.051229696001263e-18,2.225234147817954e-08
2.67,7.299293660080027e-08,5.326386315698562e-11,2.66588269832578e-08,2.9491086211927734e-10,4.970502744721507e-08,-8.182068033322722e-10,5.080163168737065e-09,-4.261948881153782e-09,5.421222932521765e-14,9.998476780334319e-07,1.5226776015333825e-10,-5.814684997342654e-18,2.2227986176373992e-08
2.68,7.293942713827256e-08,5.341294069432857e-11,2.6710344468985456e-08,2.967531569741606e-10,4.970318454795236e-08,-5.938109566786346e-10,3.6868130171186704e-09,-3.092979138934238e-09,3.937767954683864e-14,9.998471972688853e-07,1.527633575470027e-10,-4.111868204253191e-18,2.2399006200782473e-08
2.69,7.288604373709412e-08,5.356179470798514e-11,2.676173260332998e-08,2.9859896207567414e-10,4.97013381351321e-08,-3.797530010905152e-10,2.3576629786615373e-09,-1.977872299058491e-09,2.5226767000180477e-14,9.998467161927097e-07,1.5325858301040064e-10,-2.487306283243925e-18,2.2559814852199076e-08
2.7,7.283242323792303e-08,5.3710429960603924e-11,2.6813354619994918e-08,3.0044819828811873e-10,4.9699488287878564e-08,-2.307831520614746e-10,1.4326743121738796e-09,-1.2018430233872348e-09,1.537846317920309e-14,9.998462311787026e-07,1.5375344418897795e-10,-1.3550332561903638e-18,2.2655302379097e-08
2.71,7.277854528702746e-08,5.3858847516637186e-11,2.686523088802405e-08,3.023008492317695e-10,4.969763502256816e-08,-1.4991850262281596e-10,9.305781426297295e-10,-7.806055431611178e-10,1.0032092129379745e-14,9.998457420260332e-07,1.5424794261225352e-10,-7.378575221628983e-19,2.2682431535075503e-08
2.72,7.272462652939515e-08,5.4007046113138575e-11,2.6917144740096098e-08,3.041569385046515e-10,4.969577831560439e-08,-1.0434304928546677e-10,6.475991697722718e-10,-5.43198392594647e-10,7.01838639520968e-15,9.998452509061054e-07,1.5474207589551862e-10,-3.8759644165116748e-19,2.2674232798330673e-08
2.73,7.267079488608111e-08,5.4155025435192904e-11,2.6968968247951125e-08,3.0601647362613e-10,4.9693918159467434e-08,-7.458601165741469e-11,4.628385217082671e-10,-3.8819219329050976e-10,5.050303103420705e-15,9.998447591066323e-07,1.5523584322136815e-10,-1.5700975401209807e-19,2.2650303583098555e-08
2.74,7.261710112158753e-08,5.430278576982746e-11,2.7020650649979284e-08,3.0787945141533126e-10,4.969205455733665e-08,-5.2861608068392744e-11,3.2795284588813736e-10,-2.750288597788448e-10,3.613194340496904e-15,9.998442671419594e-07,1.5572924483330642e-10,1.2780111409961485e-20,2.2618479921248076e-08
2.75,7.256356277435044e-08,5.445032789542998e-11,2.7072174418229617e-08,3.0974586060606733e-10,4.96901875204755e-08,-3.638471591843335e-11,2.2564920838675737e-10,-1.8920039665411274e-10,2.522961387474289e-15,9.998437751951437e-07,1.5622228175203047e-10,1.4283635601616242e-19,2.2581564290513236e-08
2.7600000000000002,7.251018292089049e-08,5.4597652788432616e-11,2.712353648976965e-08,3.1161568663053746e-10,4.9688317063448584e-08,-2.4551405771244083e-11,1.52178031537753e-10,-1.2756111576849292e-10,1.7396851378430726e-15,9.998432833047607e-07,1.5671495531640043e-10,2.377265454008862e-19,2.2540163657909672e-08
2.77,7.245696620228025e-08,5.4744761221916136e-11,2.717473223424825e-08,3.134889179916708e-10,4.968644319775043e-08,-1.6544004491278314e-11,1.0246243085876375e-10,-8.585175173116675e-11,1.2093179532638882e-15,9.998427915237976e-07,1.5720726658080973e-10,3.0363446360826624e-19,2.249510028437458e-08
2.7800000000000002,7.240391886148016e-08,5.4891654040869284e-11,2.722575542040683e-08,3.153655421398189e-10,4.968456593592788e-08,-1.1288223113991982e-11,6.983211383397473e-11,-5.847622998625766e-11,8.608498981121243e-16,9.998422999221063e-07,1.576992166949697e-10,3.486845208378251e-19,2.244745463167333e-08
2.79,7.235104684004231e-08,5.5038332180622375e-11,2.7276600119684817e-08,3.172455451450823e-10,4.968268529190777e-08,-7.74053764094856e-12,4.780771643826721e-11,-3.999864153527922e-11,6.253043493121699e-16,9.998418085673789e-07,1.5819080693589808e-10,3.807686729640677e-19,2.2398276097319958e-08
2.8000000000000003,7.229835300959125e-08,5.518479645551215e-11,2.732726347183314e-08,3.191289148149857e-10,4.968080127787992e-08,-5.3442226696973296e-12,3.2932451005449546e-11,-2.7518887316736045e-11,4.658819875413699e-16,9.998413174952902e-07,1.5868203842355004e-10,4.0409759552483313e-19,2.2348124242358062e-08
2.81,7.224583056962331e-08,5.533106597578296e-11,2.7377752546855855e-08,3.21015362480445e-10,4.9678914182454963e-08,-2.3989660811934046e-12,1.4649337921159808e-11,-1.218018727338967e-11,2.70227520027705e-16,9.998408267916135e-07,1.5917293772696092e-10,4.3155809827671896e-19,2.2298692485118723e-08
2.82,7.21934787988246e-08,5.547714229839786e-11,2.7428068088029806e-08,3.229048646167838e-10,4.967702402915281e-08,1.208126094386169e-12,-7.74255487509214e-12,6.605504162234623e-12,3.08816214799726e-17,9.99840336461642e-07,1.5966350701144356e-10,4.640062873258431e-19,2.2250092992352157e-08
2.83,7.21413048337328e-08,5.562301002337696e-11,2.7478202741580788e-08,3.2479765390752866e-10,4.9675130585336965e-08,4.360721165197873e-12,-2.7312180849069432e-11,2.3023399214568224e-11,-1.783954561543665e-16,9.998398464530411e-07,1.6015372485979998e-10,4.929766970917469e-19,2.2201216626297727e-08
2.84,7.20893086743479e-08,5.5768669150720236e-11,2.752815650750879e-08,3.2669373035267937e-10,4.9673233851007413e-08,7.05881913124142e-12,-4.405954000077031e-11,3.707349788360965e-11,-3.5760371287529353e-16,9.998393567658111e-07,1.6064359127203012e-10,5.184693275744277e-19,2.2152063386955437e-08
2.85,7.203749032066991e-08,5.5914119680427705e-11,2.7577929385813824e-08,3.285930939522361e-10,4.967133382616416e-08,9.302419992517062e-12,-5.7984632330196285e-11,4.8755800169360164e-11,-5.067431486828246e-16,9.998388673999518e-07,1.6113310624813403e-10,5.404841787738879e-19,2.2102633274325283e-08
2.86,7.198584977269883e-08,5.605936161249935e-11,2.7627521376495882e-08,3.3049574470619864e-10,4.966943051080721e-08,1.1091523749024592e-11,-6.90874578373461e-11,5.807030607181871e-11,-6.258137635769464e-16,9.998383783554631e-07,1.616222697881117e-10,5.590212506901255e-19,2.2052926288407266e-08
2.87,7.193438703043466e-08,5.620439494693519e-11,2.7676932479554967e-08,3.324016826145672e-10,4.966752390493655e-08,1.2426130400764174e-11,-7.736801652222076e-11,6.501701559098616e-11,-7.148155575576695e-16,9.998378896323453e-07,1.6211108189196314e-10,5.740805433231421e-19,2.2002942429201385e-08
2.88,7.18831020938774e-08,5.63492196837352e-11,2.7726162694991077e-08,3.343109076773416e-10,4.96656140085522e-08,1.3306239947735683e-11,-8.282630838481949e-11,6.959592872686185e-11,-7.73748530624986e-16,9.998374012305981e-07,1.625995425596883e-10,5.856620566729363e-19,2.1952681696707643e-08
2.89,7.183199496302704e-08,5.649383582289941e-11,2.777521202280422e-08,3.3622341989452205e-10,4.966370082165414e-08,1.37318523899392e-11,-8.546233342514284e-11,7.180704547944619e-11,-8.02612682778901e-16,9.998369131502216e-07,1.6308765179128728e-10,5.937657907395094e-19,2.1902144090926035e-08
2.9,7.17810656378836e-08,5.66382433644278e-11,2.7824080462994384e-08,3.381392192661083e-10,4.966178434424238e-08,1.3702967727374687e-11,-8.52760916431905e-11,7.165036584873901e-11,-8.014080140194122e-16,9.99836425391216e-07,1.6357540958675997e-10,5.983917455228604e-19,2.1851329611856566e-08
2.91,7.173031411844706e-08,5.6782442308320385e-11,2.7872768015561576e-08,3.400583057921006e-10,4.965986457631692e-08,1.3219585960042143e-11,-8.226758303896253e-11,6.912588983474029e-11,-7.701345243465192e-16,9.99835937953581e-07,1.6406281594610647e-10,5.995399210229899e-19,2.1800238259499234e-08
2.92,7.167974040471742e-08,5.6926432654577144e-11,2.7921274680505794e-08,3.419806794724987e-10,4.965794151787776e-08,1.2281707087941612e-11,-7.643680761245914e-11,6.423361743745024e-11,-7.08792213760225e-16,9.998354508373166e-07,1.6454987086932669e-10,5.972103172398976e-19,2.174887003385404e-08
2.93,7.162934449669471e-08,5.707021440319809e-11,2.796960045782704e-08,3.4390634030730286e-10,4.96560151689249e-08,1.0889331111073005e-11,-6.778376536367982e-11,5.6973548656868445e-11,-6.173810822605241e-16,9.99834964042423e-07,1.6503657435642068e-10,5.914029341735835e-19,2.169722493492098e-08
2.94,7.15791263943789e-08,5.7213787554183226e-11,2.8017745347525308e-08,3.4583528829651285e-10,4.965408552945833e-08,9.042458029436452e-12,-5.630845629262536e-11,4.734568349299553e-11,-4.959011298474247e-16,9.998344775689001e-07,1.655229264073884e-10,5.82117771824048e-19,2.164530296270006e-08
2.95,7.152908609777e-08,5.735715210753255e-11,2.8065709349600608e-08,3.477675234401288e-10,4.965215259947807e-08,6.741087843031785e-12,-4.2010880399294735e-11,3.535002194583064e-11,-3.4435235652091567e-16,9.998339914167481e-07,1.6600892702222992e-10,5.693548301912902e-19,2.1593104117191277e-08
2.96,7.147917721294884e-08,5.750037577474408e-11,2.8113539824597117e-08,3.497020111928027e-10,4.965021741332063e-08,6.6857339413543126e-12,-4.166600881015846e-11,3.506120058783328e-11,-3.415306028352691e-16,9.99833505669517e-07,1.6649467142640905e-10,5.735428613533278e-19,2.1543282406586357e-08
2.97,7.142943526973946e-08,5.764340670036668e-11,2.816120050242101e-08,3.516395438397053e-10,4.9648279178860756e-08,6.808263964570901e-12,-4.242707662604157e-11,3.57004499222025e-11,-3.50508770005404e-16,9.998330202632213e-07,1.6698008669347262e-10,5.790369277927604e-19,2.1493805313569917e-08
2.98,7.137986456523224e-08,5.778623861283645e-11,2.8208686996451317e-08,3.535802172023353e-10,4.96463378002963e-08,6.858551380355848e-12,-4.274035507298237e-11,3.596415114322982e-11,-3.54726457417845e-16,9.99832535190123e-07,1.6746516400346247e-10,5.839448808030152e-19,2.144442701900685e-08
2.99,7.133046509942717e-08,5.7928871512153395e-11,2.8255999306688033e-08,3.5552403128069277e-10,4.9644393277627265e-08,6.8365961887091595e-12,-4.2605844150980883e-11,3.5852304250915264e-11,-3.541836650725924e-16,9.998320504502219e-07,1.6794990335637862e-10,5.882667203840924e-19,2.1395147522897153e-08
3.0,7.128123687232428e-08,5.807130539831752e-11,2.8303137433131157e-08,3.5747098607477764e-10,4.964244561085365e-08,6.742398389630836e-12,-4.202354386003712e-11,3.5364909245258836e-11,-3.488803929696462e-16,9.998315660435177e-07,1.6843430475222102e-10,5.920024465359919e-19,2.1345966825240828e-08
3.0100000000000002,7.123217988392353e-08,5.821354027132882e-11,2.8350101375780693e-08,3.594210815845901e-10,4.964049479997545e-08,6.5759579831208685e-12,-4.099345420015104e-11,3.45019661262605e-11,-3.3881664110900607e-16,9.998310819700108e-07,1.6891836819098976e-10,5.951520592587138e-19,2.1296884926037872e-08
3.02,7.118329413422496e-08,5.835557613118729e-11,2.8396891134636636e-08,3.6137431781012983e-10,4.963854084499267e-08,6.337274969179274e-12,-3.951557517132272e-11,3.326347489392032e-11,-3.239924094906727e-16,9.998305982297011e-07,1.6940209367268475e-10,5.977155585522578e-19,2.1247901825288286e-08
3.0300000000000002,7.113457962322854e-08,5.849741297789294e-11,2.8443506709698993e-08,3.6333069475139714e-10,4.9636583745905306e-08,6.026349347806031e-12,-3.7589906773552044e-11,3.16494355482382e-11,-3.04407698114645e-16,9.998301148225885e-07,1.6988548119730604e-10,5.996929444166243e-19,2.119901752299207e-08
3.04,7.108603635093429e-08,5.863905081144577e-11,2.8489948100967756e-08,3.652902124083918e-10,4.9634623502713356e-08,5.643181119001166e-12,-3.521644900683916e-11,2.965984808921427e-11,-2.8006250698092455e-16,9.998296317486731e-07,1.703685307648536e-10,6.0108421685181305e-19,2.1150232019149227e-08
3.0500000000000003,7.103766431734219e-08,5.878048963184578e-11,2.8536215308442932e-08,3.67252870781114e-10,4.963266011541683e-08,5.187770282764644e-12,-3.239520187118388e-11,2.7294712516848367e-11,-2.5095683608950927e-16,9.998291490079548e-07,1.7085124237532745e-10,6.018893758578242e-19,2.110154531375975e-08
3.06,7.098946352245226e-08,5.892172943909295e-11,2.8582308332124517e-08,3.692186698695636e-10,4.963069358401572e-08,4.6601168390965086e-12,-2.9126165366586456e-11,2.455402883114069e-11,-2.1709068544040166e-16,9.998286666004337e-07,1.713336160287276e-10,6.021084214346575e-19,2.105295740682365e-08
3.0700000000000003,7.094143396626449e-08,5.906277023318732e-11,2.862822717201251e-08,3.711876096737407e-10,4.9628723908510024e-08,4.06022078799671e-12,-2.540933949304658e-11,2.1437797032091002e-11,-1.784640550335988e-16,9.998281845261096e-07,1.7181565172505404e-10,6.017413535823131e-19,2.1004468298340913e-08
3.08,7.089357564877888e-08,5.920361201412884e-11,2.8673971828106912e-08,3.7315969019364515e-10,4.962675108889975e-08,3.388082129465303e-12,-2.124472425056459e-11,1.7946017119699576e-11,-1.3507694486910406e-16,9.99827702784983e-07,1.7229734946430674e-10,6.007881723007912e-19,2.0956077988311552e-08
3.09,7.084588856999543e-08,5.934425478191756e-11,2.8719542300407727e-08,3.751349114292771e-10,4.962477512518489e-08,2.6437008635022624e-12,-1.6632319639140332e-11,1.4078689093966287e-11,-8.692935494691586e-17,9.998272213770532e-07,1.7277870924648573e-10,5.992488775900916e-19,2.0907786476735563e-08
3.1,7.078173217372557e-08,5.950404891012833e-11,2.8781865853068936e-08,3.768075661106774e-10,4.9623102075704436e-08,8.306309442659376e-13,-5.397641133637164e-12,4.65735965246779e-12,3.2667377760914136e-17,9.998267070812224e-07,1.7329288547980594e-10,5.942355979320606e-19,2.084197652962202e-08
3.11,7.07365515775757e-08,5.964177630085185e-11,2.8824886622777337e-08,3.7882886833087035e-10,4.962107997665368e-08,7.787899906758764e-13,-5.077471761663338e-12,4.389825994077882e-12,3.4955305708316333e-17,9.998262307341794e-07,1.7376923023169395e-10,5.971806482018545e-19,2.07968810253783e-08
3.12,7.069137098142583e-08,5.977950369157537e-11,2.8867907392485734e-08,3.8085017055106335e-10,4.961905787760292e-08,7.269490370858128e-13,-4.757302389689499e-12,4.122292335687962e-12,3.724323365571863e-17,9.998257543871362e-07,1.7424557498358197e-10,6.001256984716485e-19,2.0751785521134583e-08
3.13,7.064619038527595e-08,5.991723108229888e-11,2.891092816219413e-08,3.8287147277125624e-10,4.961703577855217e-08,6.751080834957517e-13,-4.437133017715674e-12,3.854758677298055e-12,3.9531161603120813e-17,9.998252780400932e-07,1.7472191973546996e-10,6.030707487414424e-19,2.0706690016890868e-08
3.14,7.060100978912607e-08,6.00549584730224e-11,2.895394893190253e-08,3.8489277499144923e-10,4.961501367950141e-08,6.232671299056881e-13,-4.116963645741834e-12,3.5872250189081357e-12,4.1819089550523115e-17,9.9982480169305e-07,1.75198264487358e-10,6.0601579901123635e-19,2.066159451264715e-08
3.15,7.055582919297621e-08,6.019268586374592e-11,2.8996969701610928e-08,3.869140772116422e-10,4.961299158045065e-08,5.714261763156269e-13,-3.796794273768008e-12,3.319691360518228e-12,4.4107017497925306e-17,9.99824325346007e-07,1.7567460923924598e-10,6.089608492810303e-19,2.061649900840343e-08
3.16,7.051064859682633e-08,6.033041325446944e-11,2.9039990471319325e-08,3.889353794318352e-10,4.96109694813999e-08,5.195852227255634e-13,-3.476624901794169e-12,3.0521577021283083e-12,4.639494544532761e-17,9.998238489989638e-07,1.76150953991134e-10,6.119058995508243e-19,2.0571403504159713e-08
3.17,7.046546800067645e-08,6.046814064519294e-11,2.9083011241027722e-08,3.909566816520281e-10,4.960894738234914e-08,4.677442691355021e-13,-3.1564555298203436e-12,2.7846240437384005e-12,4.86828733927298e-17,9.998233726519208e-07,1.76627298743022e-10,6.148509498206182e-19,2.0526307999916e-08
3.18,7.042028740452658e-08,6.060586803591646e-11,2.9126032010736122e-08,3.929779838722211e-10,4.960692528329838e-08,4.159033155454386e-13,-2.8362861578465036e-12,2.5170903853484814e-12,5.0970801340132094e-17,9.998228963048776e-07,1.7710364349491002e-10,6.177960000904123e-19,2.048121249567228e-08
3.19,7.037510680837671e-08,6.074359542663997e-11,2.916905278044452e-08,3.94999286092414e-10,4.960490318424763e-08,3.640623619553774e-13,-2.516116785872678e-12,2.2495567269585735e-12,5.325872928753429e-17,9.998224199578347e-07,1.7757998824679804e-10,6.207410503602062e-19,2.0436116991428565e-08
3.2,7.032992621222684e-08,6.088132281736349e-11,2.921207355015292e-08,3.97020588312607e-10,4.960288108519687e-08,3.1222140836531384e-13,-2.195947413898839e-12,1.9820230685686536e-12,5.554665723493658e-17,9.998219436107915e-07,1.7805633299868605e-10,6.236861006300002e-19,2.0391021487184847e-08
